,iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,X....,mn_sat,tuition,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,length,numdat_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2,you_call,them_cal,date_3,numdat_3,num_in_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3
6077,396,18,0,35,2,15,19,6,6,8,10,406,0,0.59,1,27,4,20,20,20,20,20,0,0,5,6,5,5,5,3,5,5,NA,25,Theatre Management & Producing,15,Occidental College,1011.00,9729.00,4,1,5,Hawaii and Los Angeles,96701,50501.00,2,7,2,producer at a non-profit regional theatre,6,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,4,NA,15,18,18,18,15,16,16,15,18,18,18,15,20,15,15,18,14,18,8,10,10,10,8,8,10,10,10,9,0,5,8,8,6,8,6,5,4,2,3,15,18,18,18,14,17,8,9,8,9,8,7,1,2,18,16,16,18,14,18,16,18,18,16,14,18,17,16,16,18,15,18,18,15,16,18,15,18,8,9,9,9,8,7,10,8,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6078,396,18,0,35,2,15,19,6,6,2,11,407,0,0.43,0,24,2,30,15,15,15,15,10,0,6,6,7,3,7,8,6,6,2,25,Theatre Management & Producing,15,Occidental College,1011.00,9729.00,4,1,5,Hawaii and Los Angeles,96701,50501.00,2,7,2,producer at a non-profit regional theatre,6,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,4,NA,15,18,18,18,15,16,16,15,18,18,18,15,20,15,15,18,14,18,8,10,10,10,8,8,10,10,10,9,1,6,8,8,5,4,6,6,7,2,3,15,18,18,18,14,17,8,9,8,9,8,7,1,2,18,16,16,18,14,18,16,18,18,16,14,18,17,16,16,18,15,18,18,15,16,18,15,18,8,9,9,9,8,7,10,8,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6080,396,18,0,35,2,15,19,6,6,10,13,409,0,0.01,0,23,2,20,15,20,20,10,15,0,7,8,7,7,7,8,7,6,2,25,Theatre Management & Producing,15,Occidental College,1011.00,9729.00,4,1,5,Hawaii and Los Angeles,96701,50501.00,2,7,2,producer at a non-profit regional theatre,6,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,4,NA,15,18,18,18,15,16,16,15,18,18,18,15,20,15,15,18,14,18,8,10,10,10,8,8,10,10,10,9,0,7,9,9,7,7,4,7,5,2,3,15,18,18,18,14,17,8,9,8,9,8,7,1,2,18,16,16,18,14,18,16,18,18,16,14,18,17,16,16,18,15,18,18,15,16,18,15,18,8,9,9,9,8,7,10,8,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6081,396,18,0,35,2,15,19,6,6,16,14,410,0,-0.41,0,27,2,20,20,20,20,10,10,0,3,4,3,2,3,1,2,4,2,25,Theatre Management & Producing,15,Occidental College,1011.00,9729.00,4,1,5,Hawaii and Los Angeles,96701,50501.00,2,7,2,producer at a non-profit regional theatre,6,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,4,NA,15,18,18,18,15,16,16,15,18,18,18,15,20,15,15,18,14,18,8,10,10,10,8,8,10,10,10,9,1,8,9,9,8,8,5,8,3,2,3,15,18,18,18,14,17,8,9,8,9,8,7,1,2,18,16,16,18,14,18,16,18,18,16,14,18,17,16,16,18,15,18,18,15,16,18,15,18,8,9,9,9,8,7,10,8,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6082,396,18,0,35,2,15,19,6,6,6,15,411,0,0.27,0,34,2,35,15,15,25,10,0,0,4,9,8,7,9,5,4,7,2,25,Theatre Management & Producing,15,Occidental College,1011.00,9729.00,4,1,5,Hawaii and Los Angeles,96701,50501.00,2,7,2,producer at a non-profit regional theatre,6,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,4,NA,15,18,18,18,15,16,16,15,18,18,18,15,20,15,15,18,14,18,8,10,10,10,8,8,10,10,10,9,1,7,8,9,9,8,5,8,3,2,3,15,18,18,18,14,17,8,9,8,9,8,7,1,2,18,16,16,18,14,18,16,18,18,16,14,18,17,16,16,18,15,18,18,15,16,18,15,18,8,9,9,9,8,7,10,8,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6084,396,18,0,35,2,15,19,6,6,4,17,413,0,0.14,0,26,2,10,10,30,30,5,15,0,6,7,6,6,6,5,6,5,2,25,Theatre Management & Producing,15,Occidental College,1011.00,9729.00,4,1,5,Hawaii and Los Angeles,96701,50501.00,2,7,2,producer at a non-profit regional theatre,6,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,4,NA,15,18,18,18,15,16,16,15,18,18,18,15,20,15,15,18,14,18,8,10,10,10,8,8,10,10,10,9,1,7,8,8,6,7,5,7,5,2,3,15,18,18,18,14,17,8,9,8,9,8,7,1,2,18,16,16,18,14,18,16,18,18,16,14,18,17,16,16,18,15,18,18,15,16,18,15,18,8,9,9,9,8,7,10,8,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6085,396,18,0,35,2,15,19,6,6,14,18,414,1,-0.56,0,29,2,95,1,1,1,1,1,1,8,8,8,6,8,4,6,1,2,25,Theatre Management & Producing,15,Occidental College,1011.00,9729.00,4,1,5,Hawaii and Los Angeles,96701,50501.00,2,7,2,producer at a non-profit regional theatre,6,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,4,NA,15,18,18,18,15,16,16,15,18,18,18,15,20,15,15,18,14,18,8,10,10,10,8,8,10,10,10,9,1,5,9,9,6,9,5,7,4,2,3,15,18,18,18,14,17,8,9,8,9,8,7,1,2,18,16,16,18,14,18,16,18,18,16,14,18,17,16,16,18,15,18,18,15,16,18,15,18,8,9,9,9,8,7,10,8,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6086,396,18,0,35,2,15,19,6,6,7,19,415,0,0.64,0,31,2,10,20,40,10,10,10,1,5,5,5,5,5,5,5,5,2,25,Theatre Management & Producing,15,Occidental College,1011.00,9729.00,4,1,5,Hawaii and Los Angeles,96701,50501.00,2,7,2,producer at a non-profit regional theatre,6,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,4,NA,15,18,18,18,15,16,16,15,18,18,18,15,20,15,15,18,14,18,8,10,10,10,8,8,10,10,10,9,0,3,8,5,1,8,1,1,1,2,3,15,18,18,18,14,17,8,9,8,9,8,7,1,2,18,16,16,18,14,18,16,18,18,16,14,18,17,16,16,18,15,18,18,15,16,18,15,18,8,9,9,9,8,7,10,8,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6087,397,1,1,2,2,15,18,7,4,4,1,379,0,0.36,1,38,2,15,15,20,15,15,20,0,7,9,9,7,8,8,8,3,2,24,Law,1,George Washington University,,26170.00,2,3,2,New Jersey,7675,,2,5,2,Lawyer,1,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,6,NA,20,21,21,22,6,10,27,18,14,25,5,9,18,28,17,23,6,8,7,7,7,10,9,6,6,9,7,8,1,8,8,8,9,9,7,9,8,2,7,17,20,20,21,10,12,7,8,10,7,9,8,1,3,18,18,19,18,14,13,19,20,20,20,10,11,16,20,19,17,18,10,17,19,19,19,17,11,7,8,10,7,9,6,8,9,7,10,1,1,1,1,NA,20,20,20,20,9,11,19,19,19,22,9,12,18,22,20,12,18,10,20,20,15,20,15,10,7,8,10,8,10,7,7,9,8,10
6088,397,1,1,2,2,15,18,4,4,1,2,380,0,0.41,0,33,1,20,20,20,15,15,10,1,4,7,7,5,7,7,6,5,2,24,Law,1,George Washington University,,26170.00,2,3,2,New Jersey,7675,,2,5,2,Lawyer,1,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,6,NA,20,21,21,22,6,10,27,18,14,25,5,9,18,28,17,23,6,8,7,7,7,10,9,6,6,9,7,8,0,6,8,8,7,7,7,6,6,2,7,17,20,20,21,10,12,7,8,10,7,9,8,1,3,18,18,19,18,14,13,19,20,20,20,10,11,16,20,19,17,18,10,17,19,19,19,17,11,7,8,10,7,9,6,8,9,7,10,1,1,1,1,NA,20,20,20,20,9,11,19,19,19,22,9,12,18,22,20,12,18,10,20,20,15,20,15,10,7,8,10,8,10,7,7,9,8,10
6089,397,1,1,2,2,15,18,5,4,2,3,381,0,0.02,1,24,2,20,10,20,35,5,10,0,5,8,9,4,9,3,7,5,2,24,Law,1,George Washington University,,26170.00,2,3,2,New Jersey,7675,,2,5,2,Lawyer,1,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,6,NA,20,21,21,22,6,10,27,18,14,25,5,9,18,28,17,23,6,8,7,7,7,10,9,6,6,9,7,8,0,7,6,6,6,6,5,5,4,2,7,17,20,20,21,10,12,7,8,10,7,9,8,1,3,18,18,19,18,14,13,19,20,20,20,10,11,16,20,19,17,18,10,17,19,19,19,17,11,7,8,10,7,9,6,8,9,7,10,1,1,1,1,NA,20,20,20,20,9,11,19,19,19,22,9,12,18,22,20,12,18,10,20,20,15,20,15,10,7,8,10,8,10,7,7,9,8,10
6090,397,1,1,2,2,15,18,17,4,14,4,382,0,-0.12,1,28,2,25,25,25,10,10,5,0,5,5,5,5,5,5,5,5,2,24,Law,1,George Washington University,,26170.00,2,3,2,New Jersey,7675,,2,5,2,Lawyer,1,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,6,NA,20,21,21,22,6,10,27,18,14,25,5,9,18,28,17,23,6,8,7,7,7,10,9,6,6,9,7,8,1,7,8,8,8,7,8,8,7,2,7,17,20,20,21,10,12,7,8,10,7,9,8,1,3,18,18,19,18,14,13,19,20,20,20,10,11,16,20,19,17,18,10,17,19,19,19,17,11,7,8,10,7,9,6,8,9,7,10,1,1,1,1,NA,20,20,20,20,9,11,19,19,19,22,9,12,18,22,20,12,18,10,20,20,15,20,15,10,7,8,10,8,10,7,7,9,8,10
6091,397,1,1,2,2,15,18,8,4,5,5,383,1,0.55,1,27,2,25,20,10,20,15,10,1,8,7,8,7,NA,NA,8,5,2,24,Law,1,George Washington University,,26170.00,2,3,2,New Jersey,7675,,2,5,2,Lawyer,1,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,6,NA,20,21,21,22,6,10,27,18,14,25,5,9,18,28,17,23,6,8,7,7,7,10,9,6,6,9,7,8,1,8,8,7,7,7,8,8,7,2,7,17,20,20,21,10,12,7,8,10,7,9,8,1,3,18,18,19,18,14,13,19,20,20,20,10,11,16,20,19,17,18,10,17,19,19,19,17,11,7,8,10,7,9,6,8,9,7,10,1,1,1,1,NA,20,20,20,20,9,11,19,19,19,22,9,12,18,22,20,12,18,10,20,20,15,20,15,10,7,8,10,8,10,7,7,9,8,10
6092,397,1,1,2,2,15,18,16,4,13,6,384,0,0.53,1,23,2,20,20,20,20,20,0,0,7,10,10,4,10,4,3,8,2,24,Law,1,George Washington University,,26170.00,2,3,2,New Jersey,7675,,2,5,2,Lawyer,1,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,6,NA,20,21,21,22,6,10,27,18,14,25,5,9,18,28,17,23,6,8,7,7,7,10,9,6,6,9,7,8,1,7,8,8,9,8,9,8,8,2,7,17,20,20,21,10,12,7,8,10,7,9,8,1,3,18,18,19,18,14,13,19,20,20,20,10,11,16,20,19,17,18,10,17,19,19,19,17,11,7,8,10,7,9,6,8,9,7,10,1,1,1,1,NA,20,20,20,20,9,11,19,19,19,22,9,12,18,22,20,12,18,10,20,20,15,20,15,10,7,8,10,8,10,7,7,9,8,10
6093,397,1,1,2,2,15,18,12,4,9,7,385,0,0.22,1,25,2,25,20,20,20,10,5,0,6,8,8,7,7,NA,8,7,2,24,Law,1,George Washington University,,26170.00,2,3,2,New Jersey,7675,,2,5,2,Lawyer,1,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,6,NA,20,21,21,22,6,10,27,18,14,25,5,9,18,28,17,23,6,8,7,7,7,10,9,6,6,9,7,8,1,9,9,8,9,9,10,9,8,2,7,17,20,20,21,10,12,7,8,10,7,9,8,1,3,18,18,19,18,14,13,19,20,20,20,10,11,16,20,19,17,18,10,17,19,19,19,17,11,7,8,10,7,9,6,8,9,7,10,1,1,1,1,NA,20,20,20,20,9,11,19,19,19,22,9,12,18,22,20,12,18,10,20,20,15,20,15,10,7,8,10,8,10,7,7,9,8,10
6094,397,1,1,2,2,15,18,14,4,11,8,386,1,-0.22,1,26,2,15,10,30,10,15,20,1,7,8,8,7,NA,NA,7,7,2,24,Law,1,George Washington University,,26170.00,2,3,2,New Jersey,7675,,2,5,2,Lawyer,1,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,6,NA,20,21,21,22,6,10,27,18,14,25,5,9,18,28,17,23,6,8,7,7,7,10,9,6,6,9,7,8,1,6,8,8,9,8,8,8,7,2,7,17,20,20,21,10,12,7,8,10,7,9,8,1,3,18,18,19,18,14,13,19,20,20,20,10,11,16,20,19,17,18,10,17,19,19,19,17,11,7,8,10,7,9,6,8,9,7,10,1,1,1,1,NA,20,20,20,20,9,11,19,19,19,22,9,12,18,22,20,12,18,10,20,20,15,20,15,10,7,8,10,8,10,7,7,9,8,10
6095,397,1,1,2,2,15,18,13,4,10,9,387,0,0.26,1,25,2,20,15,25,15,15,10,0,7,8,8,7,8,7,7,7,2,24,Law,1,George Washington University,,26170.00,2,3,2,New Jersey,7675,,2,5,2,Lawyer,1,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,6,NA,20,21,21,22,6,10,27,18,14,25,5,9,18,28,17,23,6,8,7,7,7,10,9,6,6,9,7,8,1,10,9,9,9,8,8,9,8,2,7,17,20,20,21,10,12,7,8,10,7,9,8,1,3,18,18,19,18,14,13,19,20,20,20,10,11,16,20,19,17,18,10,17,19,19,19,17,11,7,8,10,7,9,6,8,9,7,10,1,1,1,1,NA,20,20,20,20,9,11,19,19,19,22,9,12,18,22,20,12,18,10,20,20,15,20,15,10,7,8,10,8,10,7,7,9,8,10
6097,397,1,1,2,2,15,18,2,4,17,11,389,0,0.29,1,21,2,20,30,20,20,0,10,0,6,10,10,2,10,NA,6,2,2,24,Law,1,George Washington University,,26170.00,2,3,2,New Jersey,7675,,2,5,2,Lawyer,1,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,6,NA,20,21,21,22,6,10,27,18,14,25,5,9,18,28,17,23,6,8,7,7,7,10,9,6,6,9,7,8,1,9,7,7,9,7,8,8,7,2,7,17,20,20,21,10,12,7,8,10,7,9,8,1,3,18,18,19,18,14,13,19,20,20,20,10,11,16,20,19,17,18,10,17,19,19,19,17,11,7,8,10,7,9,6,8,9,7,10,1,1,1,1,NA,20,20,20,20,9,11,19,19,19,22,9,12,18,22,20,12,18,10,20,20,15,20,15,10,7,8,10,8,10,7,7,9,8,10
6098,397,1,1,2,2,15,18,18,4,15,12,390,0,0.26,0,30,4,10,20,20,10,10,30,1,6,10,6,6,6,NA,6,8,2,24,Law,1,George Washington University,,26170.00,2,3,2,New Jersey,7675,,2,5,2,Lawyer,1,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,6,NA,20,21,21,22,6,10,27,18,14,25,5,9,18,28,17,23,6,8,7,7,7,10,9,6,6,9,7,8,0,3,9,10,3,8,0,3,2,2,7,17,20,20,21,10,12,7,8,10,7,9,8,1,3,18,18,19,18,14,13,19,20,20,20,10,11,16,20,19,17,18,10,17,19,19,19,17,11,7,8,10,7,9,6,8,9,7,10,1,1,1,1,NA,20,20,20,20,9,11,19,19,19,22,9,12,18,22,20,12,18,10,20,20,15,20,15,10,7,8,10,8,10,7,7,9,8,10
6099,397,1,1,2,2,15,18,10,4,7,13,391,0,0.35,1,28,2,35,0,35,10,10,10,0,5,9,5,3,6,3,3,5,2,24,Law,1,George Washington University,,26170.00,2,3,2,New Jersey,7675,,2,5,2,Lawyer,1,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,6,NA,20,21,21,22,6,10,27,18,14,25,5,9,18,28,17,23,6,8,7,7,7,10,9,6,6,9,7,8,1,9,9,8,9,8,8,9,7,2,7,17,20,20,21,10,12,7,8,10,7,9,8,1,3,18,18,19,18,14,13,19,20,20,20,10,11,16,20,19,17,18,10,17,19,19,19,17,11,7,8,10,7,9,6,8,9,7,10,1,1,1,1,NA,20,20,20,20,9,11,19,19,19,22,9,12,18,22,20,12,18,10,20,20,15,20,15,10,7,8,10,8,10,7,7,9,8,10
6100,397,1,1,2,2,15,18,15,4,12,14,392,0,0.29,1,26,2,15,20,15,30,10,10,0,2,2,2,2,5,2,2,1,2,24,Law,1,George Washington University,,26170.00,2,3,2,New Jersey,7675,,2,5,2,Lawyer,1,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,6,NA,20,21,21,22,6,10,27,18,14,25,5,9,18,28,17,23,6,8,7,7,7,10,9,6,6,9,7,8,1,7,8,8,8,7,7,7,6,2,7,17,20,20,21,10,12,7,8,10,7,9,8,1,3,18,18,19,18,14,13,19,20,20,20,10,11,16,20,19,17,18,10,17,19,19,19,17,11,7,8,10,7,9,6,8,9,7,10,1,1,1,1,NA,20,20,20,20,9,11,19,19,19,22,9,12,18,22,20,12,18,10,20,20,15,20,15,10,7,8,10,8,10,7,7,9,8,10
6102,397,1,1,2,2,15,18,1,4,16,16,394,0,0.1,1,24,2,18,19,16,15,15,17,0,5,8,8,7,7,7,7,6,2,24,Law,1,George Washington University,,26170.00,2,3,2,New Jersey,7675,,2,5,2,Lawyer,1,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,6,NA,20,21,21,22,6,10,27,18,14,25,5,9,18,28,17,23,6,8,7,7,7,10,9,6,6,9,7,8,1,7,9,8,8,8,9,8,7,2,7,17,20,20,21,10,12,7,8,10,7,9,8,1,3,18,18,19,18,14,13,19,20,20,20,10,11,16,20,19,17,18,10,17,19,19,19,17,11,7,8,10,7,9,6,8,9,7,10,1,1,1,1,NA,20,20,20,20,9,11,19,19,19,22,9,12,18,22,20,12,18,10,20,20,15,20,15,10,7,8,10,8,10,7,7,9,8,10
6103,397,1,1,2,2,15,18,11,4,8,17,395,0,0.28,1,33,2,20,20,20,10,10,20,0,4,6,6,6,6,7,6,6,2,24,Law,1,George Washington University,,26170.00,2,3,2,New Jersey,7675,,2,5,2,Lawyer,1,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,6,NA,20,21,21,22,6,10,27,18,14,25,5,9,18,28,17,23,6,8,7,7,7,10,9,6,6,9,7,8,0,8,8,7,8,7,7,7,6,2,7,17,20,20,21,10,12,7,8,10,7,9,8,1,3,18,18,19,18,14,13,19,20,20,20,10,11,16,20,19,17,18,10,17,19,19,19,17,11,7,8,10,7,9,6,8,9,7,10,1,1,1,1,NA,20,20,20,20,9,11,19,19,19,22,9,12,18,22,20,12,18,10,20,20,15,20,15,10,7,8,10,8,10,7,7,9,8,10
6104,397,1,1,2,2,15,18,6,4,3,18,396,0,-0.11,0,25,4,15,18,18,18,15,16,1,7,8,9,6,8,7,6,6,2,24,Law,1,George Washington University,,26170.00,2,3,2,New Jersey,7675,,2,5,2,Lawyer,1,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,6,NA,20,21,21,22,6,10,27,18,14,25,5,9,18,28,17,23,6,8,7,7,7,10,9,6,6,9,7,8,0,6,8,8,8,7,7,7,6,2,7,17,20,20,21,10,12,7,8,10,7,9,8,1,3,18,18,19,18,14,13,19,20,20,20,10,11,16,20,19,17,18,10,17,19,19,19,17,11,7,8,10,7,9,6,8,9,7,10,1,1,1,1,NA,20,20,20,20,9,11,19,19,19,22,9,12,18,22,20,12,18,10,20,20,15,20,15,10,7,8,10,8,10,7,7,9,8,10
6105,398,2,1,4,2,15,18,7,13,13,1,379,0,0.22,1,38,2,15,15,20,15,15,20,0,7,7,7,7,7,7,7,1,1,29,Business (MBA),8,Cagliari - Italy,,,2,7,2,Italy,9012,,2,3,1,Consultin \ Management,7,4,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,8,NA,45,10,10,30,0,5,35,20,10,20,5,10,20,20,20,20,10,10,7,6,10,7,8,7,6,8,10,7,0,NA,NA,NA,NA,NA,NA,NA,NA,1,3,45,5,10,20,10,10,7,7,9,10,8,7,1,3,50,0,15,30,0,5,50,5,10,25,0,10,40,10,15,20,5,10,30,15,15,20,10,10,7,7,9,10,7,7,6,9,10,7,6,4,0,NA,NA,45,5,15,25,5,5,45,0,15,35,0,5,35,10,15,20,10,10,20,20,20,25,10,5,7,7,8,10,7,7,7,8,10,7
6106,398,2,1,4,2,15,18,4,13,10,2,380,0,-0.38,0,33,1,20,20,20,15,15,10,1,8,8,7,7,7,7,8,7,2,29,Business (MBA),8,Cagliari - Italy,,,2,7,2,Italy,9012,,2,3,1,Consultin \ Management,7,4,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,8,NA,45,10,10,30,0,5,35,20,10,20,5,10,20,20,20,20,10,10,7,6,10,7,8,7,6,8,10,7,0,5,8,8,7,NA,7,6,8,2,3,45,5,10,20,10,10,7,7,9,10,8,7,1,3,50,0,15,30,0,5,50,5,10,25,0,10,40,10,15,20,5,10,30,15,15,20,10,10,7,7,9,10,7,7,6,9,10,7,6,4,0,NA,NA,45,5,15,25,5,5,45,0,15,35,0,5,35,10,15,20,10,10,20,20,20,25,10,5,7,7,8,10,7,7,7,8,10,7
6107,398,2,1,4,2,15,18,5,13,11,3,381,0,0.29,1,24,2,20,10,20,35,5,10,0,8,7,8,8,6,6,7,6,2,29,Business (MBA),8,Cagliari - Italy,,,2,7,2,Italy,9012,,2,3,1,Consultin \ Management,7,4,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,8,NA,45,10,10,30,0,5,35,20,10,20,5,10,20,20,20,20,10,10,7,6,10,7,8,7,6,8,10,7,0,6,7,7,4,9,NA,6,4,2,3,45,5,10,20,10,10,7,7,9,10,8,7,1,3,50,0,15,30,0,5,50,5,10,25,0,10,40,10,15,20,5,10,30,15,15,20,10,10,7,7,9,10,7,7,6,9,10,7,6,4,0,NA,NA,45,5,15,25,5,5,45,0,15,35,0,5,35,10,15,20,10,10,20,20,20,25,10,5,7,7,8,10,7,7,7,8,10,7
6109,398,2,1,4,2,15,18,8,13,14,5,383,0,-0.3,1,27,2,25,20,10,20,15,10,0,2,1,3,NA,NA,NA,2,5,2,29,Business (MBA),8,Cagliari - Italy,,,2,7,2,Italy,9012,,2,3,1,Consultin \ Management,7,4,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,8,NA,45,10,10,30,0,5,35,20,10,20,5,10,20,20,20,20,10,10,7,6,10,7,8,7,6,8,10,7,1,6,9,8,9,NA,NA,7,9,2,3,45,5,10,20,10,10,7,7,9,10,8,7,1,3,50,0,15,30,0,5,50,5,10,25,0,10,40,10,15,20,5,10,30,15,15,20,10,10,7,7,9,10,7,7,6,9,10,7,6,4,0,NA,NA,45,5,15,25,5,5,45,0,15,35,0,5,35,10,15,20,10,10,20,20,20,25,10,5,7,7,8,10,7,7,7,8,10,7
6110,398,2,1,4,2,15,18,16,13,4,6,384,1,0.11,1,23,2,20,20,20,20,20,0,1,10,10,10,10,7,6,10,9,2,29,Business (MBA),8,Cagliari - Italy,,,2,7,2,Italy,9012,,2,3,1,Consultin \ Management,7,4,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,8,NA,45,10,10,30,0,5,35,20,10,20,5,10,20,20,20,20,10,10,7,6,10,7,8,7,6,8,10,7,1,7,10,7,10,NA,8,9,7,2,3,45,5,10,20,10,10,7,7,9,10,8,7,1,3,50,0,15,30,0,5,50,5,10,25,0,10,40,10,15,20,5,10,30,15,15,20,10,10,7,7,9,10,7,7,6,9,10,7,6,4,0,NA,NA,45,5,15,25,5,5,45,0,15,35,0,5,35,10,15,20,10,10,20,20,20,25,10,5,7,7,8,10,7,7,7,8,10,7
6111,398,2,1,4,2,15,18,12,13,18,7,385,1,0.47,1,25,2,25,20,20,20,10,5,1,8,5,8,10,8,5,8,9,2,29,Business (MBA),8,Cagliari - Italy,,,2,7,2,Italy,9012,,2,3,1,Consultin \ Management,7,4,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,8,NA,45,10,10,30,0,5,35,20,10,20,5,10,20,20,20,20,10,10,7,6,10,7,8,7,6,8,10,7,1,6,7,7,8,NA,NA,6,4,2,3,45,5,10,20,10,10,7,7,9,10,8,7,1,3,50,0,15,30,0,5,50,5,10,25,0,10,40,10,15,20,5,10,30,15,15,20,10,10,7,7,9,10,7,7,6,9,10,7,6,4,0,NA,NA,45,5,15,25,5,5,45,0,15,35,0,5,35,10,15,20,10,10,20,20,20,25,10,5,7,7,8,10,7,7,7,8,10,7
