"iid","gender","condtn","round","order","pid","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field_cd","race","imprace","imprelig","from","goal","date","go_out","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","match_es","satis_2","length","numdat_2","attr1_2","sinc1_2","intel1_2","fun1_2","amb1_2","shar1_2","attr3_2","sinc3_2","intel3_2","fun3_2","amb3_2","total","total2"
525,0,2,22,22,535,0,0.26,1,23,2,23,14,19,16,10,18,0,6,8,6,7,6,6,6,5,2,24,15,2,2,8,"Saratoga, NY",2,4,1,3,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1,6,10,15,30,20,15,10,6,10,8,10,9,1,7,5,9,9,8,7,7,5,2,3,6,1,2,5,15,25,25,20,10,7,10,10,8,9,39,45
525,0,2,22,20,550,0,0.24,1,30,2,30,3,30,30,3,4,0,5,8,6,5,4,4,5,3,2,24,15,2,2,8,"Saratoga, NY",2,4,1,3,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1,6,10,15,30,20,15,10,6,10,8,10,9,0,6,7,6,4,7,6,5,4,2,3,6,1,2,5,15,25,25,20,10,7,10,10,8,9,32,36
526,0,2,22,15,546,0,-0.28,0,30,2,35,10,20,25,5,5,0,6,5,4,3,6,6,5,7,2,26,11,3,5,2,"New Jersey",1,5,3,11,2,1,3,10,10,7,6,5,10,8,4,10,8,6,8,4,10,6,10,10,30,20,10,15,3,6,9,7,10,1,9,7,8,5,0,5,7,1,2,2,3,2,2,30,5,20,20,15,15,5,5,5,9,6,30,34
526,0,2,22,22,534,1,0.36,0,24,6,30,30,30,5,2,3,1,7,8,7,8,7,8,8,7,2,26,11,3,5,2,"New Jersey",1,5,3,11,2,1,3,10,10,7,6,5,10,8,4,10,8,6,8,4,10,6,10,10,30,20,10,15,3,6,9,7,10,1,6,5,3,7,8,8,5,2,2,2,3,2,2,30,5,20,20,15,15,5,5,5,9,6,45,37
526,0,2,22,7,538,0,0.2,0,32,2,50,0,10,30,0,10,0,3,6,5,6,5,4,4,6,2,26,11,3,5,2,"New Jersey",1,5,3,11,2,1,3,10,10,7,6,5,10,8,4,10,8,6,8,4,10,6,10,10,30,20,10,15,3,6,9,7,10,1,5,7,9,9,9,4,7,3,2,2,3,2,2,30,5,20,20,15,15,5,5,5,9,6,29,43
526,0,2,22,19,535,0,0.62,0,23,2,23,14,19,16,10,18,0,5,7,5,7,6,5,5,3,2,26,11,3,5,2,"New Jersey",1,5,3,11,2,1,3,10,10,7,6,5,10,8,4,10,8,6,8,4,10,6,10,10,30,20,10,15,3,6,9,7,10,1,6,3,9,5,9,5,7,1,2,2,3,2,2,30,5,20,20,15,15,5,5,5,9,6,35,37
526,0,2,22,1,531,0,0.05,0,25,4,15,30,20,20,10,5,0,5,10,10,10,10,5,5,1,2,26,11,3,5,2,"New Jersey",1,5,3,11,2,1,3,10,10,7,6,5,10,8,4,10,8,6,8,4,10,6,10,10,30,20,10,15,3,6,9,7,10,1,4,3,9,4,9,5,9,1,2,2,3,2,2,30,5,20,20,15,15,5,5,5,9,6,50,34
526,0,2,22,12,536,0,0.41,0,29,2,30,20,20,20,10,0,0,4,8,4,5,5,3,2,4,2,26,11,3,5,2,"New Jersey",1,5,3,11,2,1,3,10,10,7,6,5,10,8,4,10,8,6,8,4,10,6,10,10,30,20,10,15,3,6,9,7,10,1,7,3,6,5,6,5,7,2,2,2,3,2,2,30,5,20,20,15,15,5,5,5,9,6,29,32
526,0,2,22,21,547,0,0.28,0,30,2,25,20,20,20,0,15,0,3,6,7,6,3,1,6,5,2,26,11,3,5,2,"New Jersey",1,5,3,11,2,1,3,10,10,7,6,5,10,8,4,10,8,6,8,4,10,6,10,10,30,20,10,15,3,6,9,7,10,1,8,5,7,6,7,5,6,2,2,2,3,2,2,30,5,20,20,15,15,5,5,5,9,6,26,38
526,0,2,22,11,539,0,0.17,0,22,2,30,10,20,15,15,10,0,4,8,9,9,5,4,7,3,2,26,11,3,5,2,"New Jersey",1,5,3,11,2,1,3,10,10,7,6,5,10,8,4,10,8,6,8,4,10,6,10,10,30,20,10,15,3,6,9,7,10,1,7,4,6,7,7,5,5,2,2,2,3,2,2,30,5,20,20,15,15,5,5,5,9,6,39,36
526,0,2,22,13,533,0,0.35,0,26,2,25,25,25,13,12,0,0,5,7,7,7,6,5,7,7,2,26,11,3,5,2,"New Jersey",1,5,3,11,2,1,3,10,10,7,6,5,10,8,4,10,8,6,8,4,10,6,10,10,30,20,10,15,3,6,9,7,10,0,6,7,6,2,5,2,3,1,2,2,3,2,2,30,5,20,20,15,15,5,5,5,9,6,37,28
526,0,2,22,3,543,0,0.01,0,24,4,20,16,16,17,16,15,0,4,8,8,7,8,4,4,5,2,26,11,3,5,2,"New Jersey",1,5,3,11,2,1,3,10,10,7,6,5,10,8,4,10,8,6,8,4,10,6,10,10,30,20,10,15,3,6,9,7,10,0,2,6,6,3,7,3,4,1,2,2,3,2,2,30,5,20,20,15,15,5,5,5,9,6,39,27
526,0,2,22,14,541,0,-0.39,0,23,4,40,30,0,20,0,10,0,0,7,8,5,6,6,5,6,2,26,11,3,5,2,"New Jersey",1,5,3,11,2,1,3,10,10,7,6,5,10,8,4,10,8,6,8,4,10,6,10,10,30,20,10,15,3,6,9,7,10,0,4,7,7,5,7,5,7,2,2,2,3,2,2,30,5,20,20,15,15,5,5,5,9,6,32,35
526,0,2,22,9,542,1,0.43,0,23,4,25,15,20,20,10,10,1,4,5,7,6,4,3,7,2,2,26,11,3,5,2,"New Jersey",1,5,3,11,2,1,3,10,10,7,6,5,10,8,4,10,8,6,8,4,10,6,10,10,30,20,10,15,3,6,9,7,10,1,7,5,3,3,7,5,7,2,2,2,3,2,2,30,5,20,20,15,15,5,5,5,9,6,29,30
526,0,2,22,17,550,0,0.73,0,30,2,30,3,30,30,3,4,0,4,5,6,6,4,4,5,4,2,26,11,3,5,2,"New Jersey",1,5,3,11,2,1,3,10,10,7,6,5,10,8,4,10,8,6,8,4,10,6,10,10,30,20,10,15,3,6,9,7,10,0,5,5,5,3,7,2,2,1,2,2,3,2,2,30,5,20,20,15,15,5,5,5,9,6,29,27
526,0,2,22,5,552,0,0.64,0,25,2,70,0,15,15,0,0,0,3,5,5,5,0,0,2,5,2,26,11,3,5,2,"New Jersey",1,5,3,11,2,1,3,10,10,7,6,5,10,8,4,10,8,6,8,4,10,6,10,10,30,20,10,15,3,6,9,7,10,1,10,5,3,2,6,5,6,1,2,2,3,2,2,30,5,20,20,15,15,5,5,5,9,6,18,31
526,0,2,22,18,545,0,0.03,0,24,2,20,20,20,20,10,10,0,0,0,0,0,0,0,3,4,2,26,11,3,5,2,"New Jersey",1,5,3,11,2,1,3,10,10,7,6,5,10,8,4,10,8,6,8,4,10,6,10,10,30,20,10,15,3,6,9,7,10,0,0,0,0,0,0,0,2,2,2,2,3,2,2,30,5,20,20,15,15,5,5,5,9,6,0,0
526,0,2,22,2,537,0,0.39,0,22,4,20,5,25,25,5,20,0,6,8,7,8,4,2,7,1,2,26,11,3,5,2,"New Jersey",1,5,3,11,2,1,3,10,10,7,6,5,10,8,4,10,8,6,8,4,10,6,10,10,30,20,10,15,3,6,9,7,10,0,4,5,7,8,6,5,7,1,2,2,3,2,2,30,5,20,20,15,15,5,5,5,9,6,35,35
526,0,2,22,6,548,0,-0.2,0,30,2,40,10,20,10,0,20,0,1,9,3,6,2,1,4,7,2,26,11,3,5,2,"New Jersey",1,5,3,11,2,1,3,10,10,7,6,5,10,8,4,10,8,6,8,4,10,6,10,10,30,20,10,15,3,6,9,7,10,1,10,5,7,5,8,5,4,5,2,2,3,2,2,30,5,20,20,15,15,5,5,5,9,6,22,40
526,0,2,22,20,532,0,-0.02,0,26,4,25,20,20,20,5,10,1,6,7,8,7,6,5,7,5,2,26,11,3,5,2,"New Jersey",1,5,3,11,2,1,3,10,10,7,6,5,10,8,4,10,8,6,8,4,10,6,10,10,30,20,10,15,3,6,9,7,10,0,3,7,7,1,1,3,3,1,2,2,3,2,2,30,5,20,20,15,15,5,5,5,9,6,39,22
527,0,2,22,10,539,0,0.13,0,22,2,30,10,20,15,15,10,0,5,7,8,8,8,5,7,5,2,24,11,6,5,5,"California",1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,50,20,10,5,10,5,10,10,10,10,10,0,5,5,8,8,8,2,7,3,2,0,5,1,2,25,10,10,10,10,35,8,8,8,8,8,41,36
527,0,2,22,2,543,0,0.13,0,24,4,20,16,16,17,16,15,0,6,8,8,7,8,5,5,5,2,24,11,6,5,5,"California",1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,50,20,10,5,10,5,10,10,10,10,10,0,5,6,8,5,8,2,4,3,2,0,5,1,2,25,10,10,10,10,35,8,8,8,8,8,42,34
527,0,2,22,16,550,0,0.49,0,30,2,30,3,30,30,3,4,0,5,5,6,5,5,4,5,3,2,24,11,6,5,5,"California",1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,50,20,10,5,10,5,10,10,10,10,10,0,4,4,5,4,7,2,4,3,2,0,5,1,2,25,10,10,10,10,35,8,8,8,8,8,30,26
527,0,2,22,5,548,0,0.09,0,30,2,40,10,20,10,0,20,0,2,5,5,3,2,1,3,4,2,24,11,6,5,5,"California",1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,50,20,10,5,10,5,10,10,10,10,10,0,7,5,8,6,8,2,5,2,2,0,5,1,2,25,10,10,10,10,35,8,8,8,8,8,18,36
527,0,2,22,7,549,0,0.45,0,28,2,20,20,20,20,0,20,1,5,7,7,7,8,6,6,5,2,24,11,6,5,5,"California",1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,50,20,10,5,10,5,10,10,10,10,10,0,4,6,7,7,8,4,6,3,2,0,5,1,2,25,10,10,10,10,35,8,8,8,8,8,40,36
527,0,2,22,22,531,0,0.18,0,25,4,15,30,20,20,10,5,0,5,5,5,5,5,1,1,1,2,24,11,6,5,5,"California",1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,50,20,10,5,10,5,10,10,10,10,10,0,4,8,9,3,8,2,4,3,2,0,5,1,2,25,10,10,10,10,35,8,8,8,8,8,26,34
527,0,2,22,18,535,0,0.35,0,23,2,23,14,19,16,10,18,0,5,7,6,6,7,4,5,3,2,24,11,6,5,5,"California",1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,50,20,10,5,10,5,10,10,10,10,10,0,7,7,9,7,8,4,6,3,2,0,5,1,2,25,10,10,10,10,35,8,8,8,8,8,35,42
527,0,2,22,8,542,0,0.36,0,23,4,25,15,20,20,10,10,0,1,7,6,5,2,2,6,2,2,24,11,6,5,5,"California",1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,50,20,10,5,10,5,10,10,10,10,10,0,4,4,8,2,7,2,1,2,2,0,5,1,2,25,10,10,10,10,35,8,8,8,8,8,23,27
527,0,2,22,20,547,0,0.32,0,30,2,25,20,20,20,0,15,0,6,6,5,4,3,1,6,2,2,24,11,6,5,5,"California",1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,50,20,10,5,10,5,10,10,10,10,10,0,4,4,6,4,5,3,4,2,2,0,5,1,2,25,10,10,10,10,35,8,8,8,8,8,25,26
527,0,2,22,12,533,0,0.34,0,26,2,25,25,25,13,12,0,0,6,8,8,7,7,4,6,5,2,24,11,6,5,5,"California",1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,50,20,10,5,10,5,10,10,10,10,10,0,3,3,5,3,6,2,3,2,2,0,5,1,2,25,10,10,10,10,35,8,8,8,8,8,40,22
527,0,2,22,4,552,0,0.71,0,25,2,70,0,15,15,0,0,0,4,6,8,4,4,0,4,4,2,24,11,6,5,5,"California",1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,50,20,10,5,10,5,10,10,10,10,10,0,6,3,7,3,7,2,2,2,2,0,5,1,2,25,10,10,10,10,35,8,8,8,8,8,26,28
527,0,2,22,13,541,0,0.2,0,23,4,40,30,0,20,0,10,0,4,9,8,6,7,5,3,1,2,24,11,6,5,5,"California",1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,50,20,10,5,10,5,10,10,10,10,10,0,3,7,7,2,8,2,5,3,2,0,5,1,2,25,10,10,10,10,35,8,8,8,8,8,39,29
527,0,2,22,11,536,0,0.56,0,29,2,30,20,20,20,10,0,0,7,7,8,4,7,7,5,3,2,24,11,6,5,5,"California",1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,50,20,10,5,10,5,10,10,10,10,10,0,7,7,7,7,7,3,5,4,2,0,5,1,2,25,10,10,10,10,35,8,8,8,8,8,40,38
527,0,2,22,1,537,0,0.62,0,22,4,20,5,25,25,5,20,0,5,7,7,7,4,2,6,1,2,24,11,6,5,5,"California",1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,50,20,10,5,10,5,10,10,10,10,10,0,5,5,8,6,8,3,3,3,2,0,5,1,2,25,10,10,10,10,35,8,8,8,8,8,32,35
527,0,2,22,6,538,0,-0.3,0,32,2,50,0,10,30,0,10,0,4,4,5,3,4,3,4,3,2,24,11,6,5,5,"California",1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,50,20,10,5,10,5,10,10,10,10,10,0,6,6,8,9,8,5,4,4,2,0,5,1,2,25,10,10,10,10,35,8,8,8,8,8,23,42
527,0,2,22,15,551,0,0.29,0,27,1,40,20,20,20,0,0,0,6,6,6,6,6,6,6,1,1,24,11,6,5,5,"California",1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,50,20,10,5,10,5,10,10,10,10,10,0,7,7,8,8,8,4,8,3,1,0,5,1,2,25,10,10,10,10,35,8,8,8,8,8,36,42
527,0,2,22,19,532,0,-0.16,0,26,4,25,20,20,20,5,10,1,7,6,7,6,5,5,7,5,2,24,11,6,5,5,"California",1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,50,20,10,5,10,5,10,10,10,10,10,0,4,7,8,3,8,2,4,3,2,0,5,1,2,25,10,10,10,10,35,8,8,8,8,8,36,32
527,0,2,22,14,546,0,0.05,0,30,2,35,10,20,25,5,5,1,5,6,7,7,6,6,6,6,2,24,11,6,5,5,"California",1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,50,20,10,5,10,5,10,10,10,10,10,0,6,5,8,8,7,2,6,5,2,0,5,1,2,25,10,10,10,10,35,8,8,8,8,8,37,36
528,0,2,22,17,536,0,-0.54,0,29,2,30,20,20,20,10,0,0,6,8,7,6,7,4,7,3,2,29,11,3,8,7,"NYC",2,6,1,11,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,4,40,10,30,10,10,0,9,6,8,8,8,0,1,2,3,2,2,1,1,1,2,2,4,1,2,40,10,30,10,10,0,9,8,9,9,9,38,11
528,0,2,22,7,537,0,-0.58,0,22,4,20,5,25,25,5,20,0,0,0,0,0,0,0,3,4,2,29,11,3,8,7,"NYC",2,6,1,11,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,4,40,10,30,10,10,0,9,6,8,8,8,0,2,2,2,4,1,1,1,1,2,2,4,1,2,40,10,30,10,10,0,9,8,9,9,9,0,12
528,0,2,22,1,545,0,0.1,0,24,2,20,20,20,20,10,10,1,7,9,8,10,6,5,9,8,2,29,11,3,8,7,"NYC",2,6,1,11,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,4,40,10,30,10,10,0,9,6,8,8,8,0,1,5,5,4,5,3,3,1,2,2,4,1,2,40,10,30,10,10,0,9,8,9,9,9,45,23
528,0,2,22,21,551,0,-0.55,0,27,1,40,20,20,20,0,0,0,7,7,7,7,7,7,9,1,1,29,11,3,8,7,"NYC",2,6,1,11,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,4,40,10,30,10,10,0,9,6,8,8,8,1,6,7,7,6,6,5,6,6,1,2,4,1,2,40,10,30,10,10,0,9,8,9,9,9,42,37
528,0,2,22,9,540,0,0.1,0,24,2,20,15,20,20,15,10,0,6,7,7,6,5,2,6,3,2,29,11,3,8,7,"NYC",2,6,1,11,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,4,40,10,30,10,10,0,9,6,8,8,8,0,1,3,1,1,3,1,1,1,2,2,4,1,2,40,10,30,10,10,0,9,8,9,9,9,33,10
528,0,2,22,6,531,0,0.34,0,25,4,15,30,20,20,10,5,0,5,10,10,5,5,1,3,1,2,29,11,3,8,7,"NYC",2,6,1,11,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,4,40,10,30,10,10,0,9,6,8,8,8,0,1,5,8,1,8,1,1,1,2,2,4,1,2,40,10,30,10,10,0,9,8,9,9,9,36,24
528,0,2,22,10,552,0,-0.46,0,25,2,70,0,15,15,0,0,0,4,7,8,8,8,0,6,5,2,29,11,3,8,7,"NYC",2,6,1,11,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,4,40,10,30,10,10,0,9,6,8,8,8,0,2,1,2,2,2,1,2,1,2,2,4,1,2,40,10,30,10,10,0,9,8,9,9,9,35,10
528,0,2,22,11,548,0,0.04,0,30,2,40,10,20,10,0,20,1,5,5,5,6,4,1,5,5,2,29,11,3,8,7,"NYC",2,6,1,11,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,4,40,10,30,10,10,0,9,6,8,8,8,0,2,2,2,3,2,2,2,1,2,2,4,1,2,40,10,30,10,10,0,9,8,9,9,9,26,13
528,0,2,22,8,543,0,-0.09,0,24,4,20,16,16,17,16,15,0,5,8,8,5,8,5,2,4,2,29,11,3,8,7,"NYC",2,6,1,11,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,4,40,10,30,10,10,0,9,6,8,8,8,0,1,3,5,3,1,1,1,1,2,2,4,1,2,40,10,30,10,10,0,9,8,9,9,9,39,14
528,0,2,22,20,546,0,0.03,0,30,2,35,10,20,25,5,5,0,6,6,5,6,6,6,5,6,2,29,11,3,8,7,"NYC",2,6,1,11,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,4,40,10,30,10,10,0,9,6,8,8,8,0,3,3,2,3,1,2,3,2,2,2,4,1,2,40,10,30,10,10,0,9,8,9,9,9,35,14
528,0,2,22,22,550,0,-0.59,0,30,2,30,3,30,30,3,4,0,5,6,4,6,4,5,5,6,2,29,11,3,8,7,"NYC",2,6,1,11,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,4,40,10,30,10,10,0,9,6,8,8,8,0,3,1,2,2,2,1,2,2,2,2,4,1,2,40,10,30,10,10,0,9,8,9,9,9,30,11
528,0,2,22,3,532,0,0.12,0,26,4,25,20,20,20,5,10,1,4,7,7,7,6,6,7,3,2,29,11,3,8,7,"NYC",2,6,1,11,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,4,40,10,30,10,10,0,9,6,8,8,8,0,1,5,8,1,9,1,1,1,2,2,4,1,2,40,10,30,10,10,0,9,8,9,9,9,37,25
528,0,2,22,12,538,0,-0.15,0,32,2,50,0,10,30,0,10,0,0,0,0,0,0,0,3,4,2,29,11,3,8,7,"NYC",2,6,1,11,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,4,40,10,30,10,10,0,9,6,8,8,8,0,2,4,3,6,1,2,2,2,2,2,4,1,2,40,10,30,10,10,0,9,8,9,9,9,0,18
528,0,2,22,18,533,0,0.18,0,26,2,25,25,25,13,12,0,0,6,8,7,8,0,0,7,5,2,29,11,3,8,7,"NYC",2,6,1,11,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,4,40,10,30,10,10,0,9,6,8,8,8,0,3,2,2,3,2,1,2,2,2,2,4,1,2,40,10,30,10,10,0,9,8,9,9,9,29,13
528,0,2,22,2,535,0,-0.43,0,23,2,23,14,19,16,10,18,0,6,8,7,6,8,5,6,4,2,29,11,3,8,7,"NYC",2,6,1,11,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,4,40,10,30,10,10,0,9,6,8,8,8,0,2,2,7,1,8,1,1,1,2,2,4,1,2,40,10,30,10,10,0,9,8,9,9,9,40,21
528,0,2,22,13,549,0,-0.51,0,28,2,20,20,20,20,0,20,0,6,6,7,7,8,6,6,3,2,29,11,3,8,7,"NYC",2,6,1,11,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,4,40,10,30,10,10,0,9,6,8,8,8,0,1,2,2,3,2,1,1,1,2,2,4,1,2,40,10,30,10,10,0,9,8,9,9,9,40,11
528,0,2,22,15,544,0,-0.21,0,23,4,15,25,20,10,10,20,0,6,6,7,8,7,5,6,4,2,29,11,3,8,7,"NYC",2,6,1,11,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,4,40,10,30,10,10,0,9,6,8,8,8,0,2,2,2,3,3,1,2,1,2,2,4,1,2,40,10,30,10,10,0,9,8,9,9,9,39,13
528,0,2,22,5,534,0,0.11,0,24,6,30,30,30,5,2,3,1,7,6,7,6,7,7,7,7,2,29,11,3,8,7,"NYC",2,6,1,11,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,4,40,10,30,10,10,0,9,6,8,8,8,0,2,2,1,2,2,1,1,1,2,2,4,1,2,40,10,30,10,10,0,9,8,9,9,9,40,10
528,0,2,22,4,547,0,-0.45,0,30,2,25,20,20,20,0,15,0,5,7,7,9,6,3,7,5,2,29,11,3,8,7,"NYC",2,6,1,11,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,4,40,10,30,10,10,0,9,6,8,8,8,0,1,1,3,3,3,1,1,1,2,2,4,1,2,40,10,30,10,10,0,9,8,9,9,9,37,12
528,0,2,22,16,539,0,-0.24,0,22,2,30,10,20,15,15,10,0,4,6,6,10,9,7,7,4,2,29,11,3,8,7,"NYC",2,6,1,11,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,4,40,10,30,10,10,0,9,6,8,8,8,0,1,2,2,2,1,1,1,1,2,2,4,1,2,40,10,30,10,10,0,9,8,9,9,9,42,9
528,0,2,22,14,542,0,-0.59,0,23,4,25,15,20,20,10,10,1,5,6,7,6,7,8,7,6,2,29,11,3,8,7,"NYC",2,6,1,11,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2,4,40,10,30,10,10,0,9,6,8,8,8,0,1,2,3,2,2,1,1,1,2,2,4,1,2,40,10,30,10,10,0,9,8,9,9,9,39,11
529,0,2,22,1,536,0,0.27,0,29,2,30,20,20,20,10,0,0,6,9,9,6,8,7,3,6,2,22,5,4,4,1,"HKG",2,4,1,5,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,5,10,25,25,10,10,20,6,10,9,7,5,0,5,4,6,6,5,4,4,5,2,4,5,3,3,10,25,25,15,15,20,5,10,6,7,6,45,30
529,0,2,22,11,534,1,0.43,0,24,6,30,30,30,5,2,3,1,6,6,6,6,6,6,6,6,2,22,5,4,4,1,"HKG",2,4,1,5,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,5,10,25,25,10,10,20,6,10,9,7,5,1,4,6,4,5,4,0,5,5,2,4,5,3,3,10,25,25,15,15,20,5,10,6,7,6,36,23
529,0,2,22,3,541,0,-0.14,1,23,4,40,30,0,20,0,10,0,3,8,8,7,8,8,6,5,2,22,5,4,4,1,"HKG",2,4,1,5,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,5,10,25,25,10,10,20,6,10,9,7,5,1,5,7,6,6,5,8,7,7,2,4,5,3,3,10,25,25,15,15,20,5,10,6,7,6,42,37
529,0,2,22,6,550,0,0.34,0,30,2,30,3,30,30,3,4,0,4,7,6,3,6,2,5,3,2,22,5,4,4,1,"HKG",2,4,1,5,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,5,10,25,25,10,10,20,6,10,9,7,5,0,4,5,5,4,4,3,4,4,2,4,5,3,3,10,25,25,15,15,20,5,10,6,7,6,28,25
529,0,2,22,5,551,0,0.09,0,27,1,40,20,20,20,0,0,0,5,10,10,8,6,5,8,5,2,22,5,4,4,1,"HKG",2,4,1,5,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,5,10,25,25,10,10,20,6,10,9,7,5,1,5,7,5,4,4,4,5,5,2,4,5,3,3,10,25,25,15,15,20,5,10,6,7,6,44,29
529,0,2,22,15,540,0,0.48,0,24,2,20,15,20,20,15,10,0,4,5,5,4,3,2,6,3,2,22,5,4,4,1,"HKG",2,4,1,5,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,5,10,25,25,10,10,20,6,10,9,7,5,0,4,7,5,5,5,0,5,4,2,4,5,3,3,10,25,25,15,15,20,5,10,6,7,6,23,26
529,0,2,22,19,549,0,0.33,0,28,2,20,20,20,20,0,20,0,4,7,6,6,7,6,6,6,2,22,5,4,4,1,"HKG",2,4,1,5,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,5,10,25,25,10,10,20,6,10,9,7,5,0,4,5,5,4,0,0,4,4,2,4,5,3,3,10,25,25,15,15,20,5,10,6,7,6,36,18
529,0,2,22,22,539,0,0.09,0,22,2,30,10,20,15,15,10,1,7,8,9,8,7,5,8,4,2,22,5,4,4,1,"HKG",2,4,1,5,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,5,10,25,25,10,10,20,6,10,9,7,5,0,5,6,7,6,5,0,6,4,2,4,5,3,3,10,25,25,15,15,20,5,10,6,7,6,44,29
529,0,2,22,2,533,0,0.78,0,26,2,25,25,25,13,12,0,0,4,10,9,7,6,4,7,6,2,22,5,4,4,1,"HKG",2,4,1,5,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,5,10,25,25,10,10,20,6,10,9,7,5,0,7,6,5,5,5,4,5,4,2,4,5,3,3,10,25,25,15,15,20,5,10,6,7,6,40,32
529,0,2,22,4,546,0,0.19,0,30,2,35,10,20,25,5,5,0,4,7,7,4,5,2,4,5,2,22,5,4,4,1,"HKG",2,4,1,5,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,5,10,25,25,10,10,20,6,10,9,7,5,0,6,6,7,5,5,0,6,5,2,4,5,3,3,10,25,25,15,15,20,5,10,6,7,6,29,29
529,0,2,22,14,543,0,-0.24,1,24,4,20,16,16,17,16,15,0,3,8,8,8,8,3,2,6,2,22,5,4,4,1,"HKG",2,4,1,5,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,5,10,25,25,10,10,20,6,10,9,7,5,1,5,7,6,6,4,5,6,6,2,4,5,3,3,10,25,25,15,15,20,5,10,6,7,6,38,33
