"iid","gender","condtn","round","order","pid","match","pf_o_sha","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","field_cd","race","from","career_c","shar1_1","attr","sinc","intel","fun","amb","shar","like","prob","match_es","shar1_2","attr3_2","cult","outside"
409,"1","2",18,13,391,"0",10,8,6,6,7,6,5,5,6,"5","2","EU","2",15,7,8,8,7,6,7,6,6,2,20,8,7.57142857142857,5.33333333333333
409,"1","2",18,15,385,"1",5,9,9,9,9,9,7,9,8,"5","2","EU","2",15,8,8,8,7,7,8,8,7,2,20,8,7.57142857142857,5.33333333333333
409,"1","2",18,11,383,"0",10,1,0,0,0,0,0,2,1,"5","2","EU","2",15,5,6,6,5,6,3,5,4,2,20,8,7.57142857142857,5.33333333333333
409,"1","2",18,4,394,"0",17,4,9,8,7,6,6,7,8,"5","2","EU","2",15,6,9,9,7,8,4,6,5,2,20,8,7.57142857142857,5.33333333333333
409,"1","2",18,10,379,"0",20,7,9,9,7,8,5,7,2,"5","2","EU","2",15,6,6,8,5,9,4,5,5,2,20,8,7.57142857142857,5.33333333333333
409,"1","2",18,9,396,"0",16,7,9,9,7,7,4,7,5,"5","2","EU","2",15,7,8,7,7,7,8,7,6,2,20,8,7.57142857142857,5.33333333333333
409,"1","2",18,2,382,"0",5,6,8,8,8,6,8,6,5,"5","2","EU","2",15,3,6,7,4,7,2,3,4,2,20,8,7.57142857142857,5.33333333333333
410,"1","2",18,15,396,"0",16,8,9,9,8,8,5,8,3,"8","2","east","7",10,3,4,3,2,3,1,2,4,2,10,7,3.57142857142857,3.33333333333333
410,"1","2",18,2,395,"0",20,8,9,8,8,0,0,8,8,"8","2","east","7",10,4,6,8,3,6,2,4,1,2,10,7,3.57142857142857,3.33333333333333
410,"1","2",18,13,380,"0",10,4,6,7,6,8,6,6,4,"8","2","east","7",10,6,10,10,5,8,5,7,5,2,10,7,3.57142857142857,3.33333333333333
410,"1","2",18,4,387,"0",10,7,7,7,7,8,7,6,6,"8","2","east","7",10,7,5,5,8,2,4,4,5,2,10,7,3.57142857142857,3.33333333333333
410,"1","2",18,3,385,"1",5,10,10,10,10,7,7,9,10,"8","2","east","7",10,9,10,5,7,3,5,8,8,2,10,7,3.57142857142857,3.33333333333333
410,"1","2",18,16,379,"0",20,9,6,8,7,7,8,7,2,"8","2","east","7",10,7,7,10,9,10,5,6,6,2,10,7,3.57142857142857,3.33333333333333
410,"1","2",18,10,394,"0",17,7,8,8,6,7,7,7,8,"8","2","east","7",10,5,10,7,3,5,2,1,5,2,10,7,3.57142857142857,3.33333333333333
410,"1","2",18,6,392,"0",10,9,9,10,8,9,7,9,6,"8","2","east","7",10,5,10,5,6,6,5,6,5,2,10,7,3.57142857142857,3.33333333333333
410,"1","2",18,18,388,"0",16,6,8,8,7,8,6,4,3,"8","2","east","7",10,5,2,3,4,5,1,1,1,2,10,7,3.57142857142857,3.33333333333333
410,"1","2",18,5,386,"0",20,8,8,8,7,0,0,8,6,"8","2","east","7",10,5,10,4,3,3,2,4,5,2,10,7,3.57142857142857,3.33333333333333
410,"1","2",18,1,391,"1",10,7,9,8,8,6,6,7,8,"8","2","east","7",10,7,8,8,4,5,8,7,3,2,10,7,3.57142857142857,3.33333333333333
410,"1","2",18,9,390,"0",30,8,6,8,6,6,0,6,6,"8","2","east","7",10,2,1,3,5,10,1,1,10,2,10,7,3.57142857142857,3.33333333333333
410,"1","2",18,8,382,"0",5,6,8,7,7,7,6,6,5,"8","2","east","7",10,7,5,6,2,10,3,6,5,2,10,7,3.57142857142857,3.33333333333333
410,"1","2",18,7,384,"0",0,10,10,10,10,10,10,10,9,"8","2","east","7",10,5,4,4,4,5,10,5,5,2,10,7,3.57142857142857,3.33333333333333
411,"1","2",18,18,390,"0",30,8,8,8,8,8,0,8,8,"8","2","east","7",0,4,7,7,9,4,5,4,8,2,0,8,5.85714285714286,6
411,"1","2",18,13,387,"1",10,8,9,9,8,9,8,8,7,"8","2","east","7",0,10,10,8,10,6,5,7,6,2,0,8,5.85714285714286,6
411,"1","2",18,3,393,"0",10,8,8,8,8,8,7,8,7,"8","2","east","7",0,5,10,7,7,4,5,5,8,2,0,8,5.85714285714286,6
411,"1","2",18,7,379,"0",20,8,9,9,8,8,8,9,4,"8","2","east","7",0,7,10,9,8,8,7,6,7,2,0,8,5.85714285714286,6
411,"1","2",18,9,388,"0",16,6,8,8,8,8,6,5,4,"8","2","east","7",0,8,5,6,6,7,1,6,4,2,0,8,5.85714285714286,6
411,"1","2",18,15,392,"0",10,6,8,9,8,8,6,6,3,"8","2","east","7",0,5,10,8,10,7,5,5,8,2,0,8,5.85714285714286,6
411,"1","2",18,2,389,"0",10,6,8,9,8,10,0,6,7,"8","2","east","7",0,10,10,9,8,7,5,10,7,2,0,8,5.85714285714286,6
411,"1","2",18,12,385,"0",5,8,7,8,9,9,9,7,7,"8","2","east","7",0,8,10,7,6,5,5,6,8,2,0,8,5.85714285714286,6
411,"1","2",18,11,395,"0",20,7,8,9,7,0,8,7,7,"8","2","east","7",0,8,10,10,8,9,5,5,4,2,0,8,5.85714285714286,6
411,"1","2",18,6,396,"0",16,7,8,9,9,8,5,8,3,"8","2","east","7",0,4,9,8,7,9,5,4,7,2,0,8,5.85714285714286,6
411,"1","2",18,16,384,"0",0,10,10,10,10,10,7,5,8,"8","2","east","7",0,8,9,7,10,5,5,6,7,2,0,8,5.85714285714286,6
411,"1","2",18,1,394,"0",17,9.5,7,7,8,9,6,7,6,"8","2","east","7",0,6,9,8,7,4,5,6,7,2,0,8,5.85714285714286,6
411,"1","2",18,8,383,"0",10,3,4,4,8,0,0,4,1,"8","2","east","7",0,7,7,6,6,6,5,6,5,2,0,8,5.85714285714286,6
411,"1","2",18,17,382,"0",5,6,8,7,7,7,6,5,5,"8","2","east","7",0,7,10,7,7,5,5,6,7,2,0,8,5.85714285714286,6
412,"1","2",18,12,387,"1",10,7,7,8,8,8,7,7,7,"8","2","east","7",5,9,8,7,9,9,8,7,8,3,5,7,5.57142857142857,6.66666666666667
412,"1","2",18,18,394,"0",17,5,8,9,8,7,8,8,7,"8","2","east","7",5,7,6,6,6,6,6,6,6,3,5,7,5.57142857142857,6.66666666666667
412,"1","2",18,1,389,"0",10,5,10,9,5,10,0,7,7,"8","2","east","7",5,8,8,9,9,8,7,7,4,3,5,7,5.57142857142857,6.66666666666667
412,"1","2",18,9,391,"0",10,5,5,5,5,5,5,5,5,"8","2","east","7",5,8,8,8,9,10,10,6,8,3,5,7,5.57142857142857,6.66666666666667
412,"1","2",18,7,383,"1",10,7,7,8,0,0,0,8,4,"8","2","east","7",5,8,9,9,8,8,8,7,7,3,5,7,5.57142857142857,6.66666666666667
412,"1","2",18,8,388,"0",16,5,7,8,7,0,5,5,3,"8","2","east","7",5,7,6,5,8,8,8,7,7,3,5,7,5.57142857142857,6.66666666666667
412,"1","2",18,4,381,"0",10,5,8,7,7,6,5,5,5,"8","2","east","7",5,7,8,8,7,6,6,5,5,3,5,7,5.57142857142857,6.66666666666667
412,"1","2",18,13,386,"1",20,9,9,9,8,0,0,8,6,"8","2","east","7",5,8,8,8,9,8,7,7,7,3,5,7,5.57142857142857,6.66666666666667
412,"1","2",18,16,382,"0",5,5,8,8,8,8,8,5,5,"8","2","east","7",5,6,8,8,8,7,7,5,5,3,5,7,5.57142857142857,6.66666666666667
412,"1","2",18,14,392,"0",10,1,3,3,1,8,1,1,1,"8","2","east","7",5,8,8,8,8,8,8,8,8,3,5,7,5.57142857142857,6.66666666666667
412,"1","2",18,3,380,"0",10,5,6,7,7,6,5,3,5,"8","2","east","7",5,8,7,8,8,8,7,6,6,3,5,7,5.57142857142857,6.66666666666667
412,"1","2",18,10,395,"0",20,6,7,7,7,0,0,7,7,"8","2","east","7",5,7,8,8,9,8,5,5,5,3,5,7,5.57142857142857,6.66666666666667
412,"1","2",18,5,396,"0",16,6,9,8,6,5,5,6,6,"8","2","east","7",5,6,8,8,7,8,7,5,7,3,5,7,5.57142857142857,6.66666666666667
413,"1","2",18,2,380,"0",10,8,7,7,7,7,4,8,4,"8","2","east","8",15,5,7,6,5,5,6,6,5,0,10,7,6.28571428571429,3.66666666666667
413,"1","2",18,1,393,"0",10,8,8,8,7,7,6,7,7,"8","2","east","8",15,6,8,6,6,6,5,7,7,0,10,7,6.28571428571429,3.66666666666667
413,"1","2",18,4,396,"0",16,7,8,8,6,7,5,7,5,"8","2","east","8",15,6,7,6,6,6,5,6,5,0,10,7,6.28571428571429,3.66666666666667
413,"1","2",18,10,385,"0",5,7,8,8,8,8,0,7,6,"8","2","east","8",15,8,8,7,7,6,6,8,7,0,10,7,6.28571428571429,3.66666666666667
413,"1","2",18,3,381,"0",10,7,8,5,6,8,7,8,5,"8","2","east","8",15,6,6,6,6,6,6,6,3,0,10,7,6.28571428571429,3.66666666666667
413,"1","2",18,15,382,"0",5,6,8,8,7,8,7,7,5,"8","2","east","8",15,7,6,6,5,6,5,6,4,0,10,7,6.28571428571429,3.66666666666667
413,"1","2",18,16,390,"0",30,6,8,8,8,8,0,8,8,"8","2","east","8",15,5,6,7,5,6,6,5,6,0,10,7,6.28571428571429,3.66666666666667
413,"1","2",18,13,392,"0",10,6,8,10,8,8,8,7,2,"8","2","east","8",15,7,7,7,6,7,6,7,6,0,10,7,6.28571428571429,3.66666666666667
413,"1","2",18,11,387,"0",10,7,8,8,8,7,7,7,7,"8","2","east","8",15,9,8,7,7,6,7,8,7,0,10,7,6.28571428571429,3.66666666666667
413,"1","2",18,12,386,"0",20,8,8,8,7,0,0,7,6,"8","2","east","8",15,6,8,8,7,7,7,7,7,0,10,7,6.28571428571429,3.66666666666667
413,"1","2",18,8,391,"0",10,5,6,5,5,6,5,6,6,"8","2","east","8",15,7,6,7,7,6,6,6,5,0,10,7,6.28571428571429,3.66666666666667
413,"1","2",18,14,384,"0",0,7,10,10,8,10,7,6,8,"8","2","east","8",15,8,8,7,8,8,7,8,7,0,10,7,6.28571428571429,3.66666666666667
413,"1","2",18,6,383,"0",10,9,9,10,8,0,0,10,2,"8","2","east","8",15,7,7,6,6,6,7,7,7,0,10,7,6.28571428571429,3.66666666666667
413,"1","2",18,18,389,"1",10,7,10,8,6,0,0,6,6,"8","2","east","8",15,9,8,6,7,6,7,8,7,0,10,7,6.28571428571429,3.66666666666667
414,"1","2",18,16,388,"0",16,6,8,7,6,7,6,5,4,"8","2","east","7",1,10,10,10,10,10,8,9,5,2,1,7,2.14285714285714,2.66666666666667
414,"1","2",18,15,383,"0",10,0,0,0,0,0,0,3,4,"8","2","east","7",1,10,10,10,9,9,5,9,5,2,1,7,2.14285714285714,2.66666666666667
414,"1","2",18,9,389,"0",10,8,10,10,6,10,2,6,7,"8","2","east","7",1,10,10,10,10,10,5,9,5,2,1,7,2.14285714285714,2.66666666666667
414,"1","2",18,6,382,"1",5,7,8,8,7,8,7,6,5,"8","2","east","7",1,10,10,10,8,9,4,8,2,2,1,7,2.14285714285714,2.66666666666667
414,"1","2",18,14,379,"0",20,6,6,9,6,9,5,6,2,"8","2","east","7",1,10,10,9,4,9,7,8,6,2,1,7,2.14285714285714,2.66666666666667
414,"1","2",18,4,392,"0",10,6,6,7,3,7,1,4,2,"8","2","east","7",1,10,10,10,9,10,5,9,5,2,1,7,2.14285714285714,2.66666666666667
414,"1","2",18,11,380,"0",10,5,6,0,4,4,5,3,2,"8","2","east","7",1,10,10,10,9,9,5,8,0,2,1,7,2.14285714285714,2.66666666666667
414,"1","2",18,10,393,"1",10,7,7,7,6,7,6,6,6,"8","2","east","7",1,10,10,10,7,7,6,9,4,2,1,7,2.14285714285714,2.66666666666667
414,"1","2",18,2,387,"1",10,7,8,9,9,9,8,7,7,"8","2","east","7",1,10,10,10,5,8,5,8,5,2,1,7,2.14285714285714,2.66666666666667
414,"1","2",18,8,394,"0",17,4,6,7,5,9,2,3,1,"8","2","east","7",1,7,8,6,5,6,1,7,2,2,1,7,2.14285714285714,2.66666666666667
414,"1","2",18,18,395,"0",20,7,8,8,7,8,6,7,6,"8","2","east","7",1,7,8,8,7,8,6,7,1,2,1,7,2.14285714285714,2.66666666666667
414,"1","2",18,12,381,"1",10,7,8,6,6,7,5,7,5,"8","2","east","7",1,10,9,9,9,9,6,8,4,2,1,7,2.14285714285714,2.66666666666667
414,"1","2",18,7,390,"1",30,6,8,8,6,8,0,6,6,"8","2","east","7",1,6,6,5,4,3,0,5,0,2,1,7,2.14285714285714,2.66666666666667
414,"1","2",18,5,384,"1",0,9,8,9,7,10,7,8,4,"8","2","east","7",1,10,10,10,10,10,8,8,7,2,1,7,2.14285714285714,2.66666666666667
414,"1","2",18,1,385,"1",5,7,9,9,7,9,0,7,6,"8","2","east","7",1,10,10,10,10,10,5,8,5,2,1,7,2.14285714285714,2.66666666666667
415,"1","2",18,7,379,"0",20,6,6,6,6,6,6,6,1,"8","2","east","7",10,5,5,5,5,5,5,5,5,2,20,7,3.42857142857143,6
415,"1","2",18,17,382,"0",5,4,4,4,10,4,4,8,5,"8","2","east","7",10,5,5,5,5,5,5,5,5,2,20,7,3.42857142857143,6
415,"1","2",18,10,391,"0",10,6,8,6,6,6,5,5,10,"8","2","east","7",10,5,5,5,5,5,5,5,5,2,20,7,3.42857142857143,6
415,"1","2",18,14,386,"0",20,6,5,5,5,5,0,3,1,"8","2","east","7",10,5,5,5,5,5,5,5,5,2,20,7,3.42857142857143,6
415,"1","2",18,12,385,"0",5,5,9,8,4,9,1,2,5,"8","2","east","7",10,5,5,5,5,5,5,5,5,2,20,7,3.42857142857143,6
415,"1","2",18,13,387,"0",10,7,5,8,6,6,5,5,10,"8","2","east","7",10,5,5,5,5,5,5,5,5,2,20,7,3.42857142857143,6
415,"1","2",18,2,389,"0",10,5,3,9,2,10,0,4,4,"8","2","east","7",10,5,5,5,5,5,5,5,5,2,20,7,3.42857142857143,6
415,"1","2",18,3,393,"0",10,0,0,0,0,0,0,3,4,"8","2","east","7",10,5,5,5,5,5,5,5,5,2,20,7,3.42857142857143,6
415,"1","2",18,8,383,"0",10,0,0,0,0,0,0,3,4,"8","2","east","7",10,5,5,5,5,5,5,5,5,2,20,7,3.42857142857143,6
415,"1","2",18,6,396,"0",16,3,8,5,1,8,1,1,1,"8","2","east","7",10,5,5,5,5,5,5,5,5,2,20,7,3.42857142857143,6
415,"1","2",18,4,380,"0",10,1,1,1,1,1,1,1,1,"8","2","east","7",10,5,5,5,5,5,5,5,5,2,20,7,3.42857142857143,6
415,"1","2",18,9,388,"0",16,3,1,3,4,2,1,1,1,"8","2","east","7",10,5,5,5,5,5,5,5,5,2,20,7,3.42857142857143,6
415,"1","2",18,5,381,"0",10,1,1,1,1,1,1,1,8,"8","2","east","7",10,5,5,5,5,5,5,5,5,2,20,7,3.42857142857143,6
415,"1","2",18,15,392,"0",10,1,1,1,1,1,1,1,10,"8","2","east","7",10,5,5,5,5,5,5,5,5,2,20,7,3.42857142857143,6
415,"1","2",18,11,395,"0",20,5,9,7,5,8,0,3,3,"8","2","east","7",10,5,5,5,5,5,5,5,5,2,20,7,3.42857142857143,6
416,"0","1",8,8,429,"1",0,8,8,8,9,9,6,8,6,"3","3","east","3",10,7,7,6,8,7,5,5,5,2,25,6,6.57142857142857,5.66666666666667
416,"0","1",8,6,424,"1",16,9,8,7,8,9,8,8,7,"3","3","east","3",10,6,7,8,7,6,6,5,5,2,25,6,6.57142857142857,5.66666666666667
416,"0","1",8,2,422,"1",5,9,9,9,8,9,8,9,9,"3","3","east","3",10,6,7,6,8,7,4,5,5,2,25,6,6.57142857142857,5.66666666666667
416,"0","1",8,3,423,"1",5,6,8,7,7,6,7,7,7,"3","3","east","3",10,7,5,7,8,7,5,5,5,2,25,6,6.57142857142857,5.66666666666667
416,"0","1",8,7,427,"0",16.6666666666667,5,7,8,6,8,5,6,6,"3","3","east","3",10,5,6,6,5,6,4,4,5,2,25,6,6.57142857142857,5.66666666666667
417,"0","1",8,4,424,"0",16,6,7,8,7,8,8,7,7,"3","2","EU","3",20,4,9,9,7,9,7,7,6,3,30,7,5.85714285714286,7.66666666666667
417,"0","1",8,5,427,"0",16.6666666666667,4,8,8,5,7,4,6,5,"3","2","EU","3",20,4,9,7,4,8,4,5,5,3,30,7,5.85714285714286,7.66666666666667
417,"0","1",8,1,423,"0",5,6,9,6,6,6,4,7,5,"3","2","EU","3",20,6,8,7,4,8,5,6,6,3,30,7,5.85714285714286,7.66666666666667
417,"0","1",8,2,426,"0",5,3,8,5,4,2,7,4,6,"3","2","EU","3",20,3,3,4,3,8,2,2,3,3,30,7,5.85714285714286,7.66666666666667
417,"0","1",8,3,428,"0",0,5,7,7,6,7,0,5,7,"3","2","EU","3",20,7,8,8,5,8,7,8,8,3,30,7,5.85714285714286,7.66666666666667
417,"0","1",8,8,422,"1",5,8,9,8,8,8,9,9,9,"3","2","EU","3",20,6,7,7,6,8,6,7,7,3,30,7,5.85714285714286,7.66666666666667
417,"0","1",8,6,429,"0",0,5,9,9,7,7,4,6,6,"3","2","EU","3",20,8,7,7,5,8,3,6,5,3,30,7,5.85714285714286,7.66666666666667
417,"0","1",8,7,425,"0",15,5,7,8,5,6,5,5,5,"3","2","EU","3",20,3,6,8,3,8,3,5,5,3,30,7,5.85714285714286,7.66666666666667
418,"0","1",8,6,422,"0",5,8,9,9,8,8,7,8,8,"1","4","east","1",15,7,8,8,7,8,6,7,5,0,15,7,7.85714285714286,8
418,"0","1",8,1,428,"0",0,7,7,7,6,0,0,7,6,"1","4","east","1",15,6,8,9,7,9,6,8,6,0,15,7,7.85714285714286,8
418,"0","1",8,8,426,"0",5,4,7,6,5,5,3,6,4,"1","4","east","1",15,4,6,6,7,5,4,5,4,0,15,7,7.85714285714286,8
418,"0","1",8,4,429,"0",0,7,9,9,9,8,6,8,6,"1","4","east","1",15,8,7,7,7,8,6,7,5,0,15,7,7.85714285714286,8
418,"0","1",8,3,427,"0",16.6666666666667,6,8,9,7,8,6,8,7,"1","4","east","1",15,4,7,6,4,5,4,5,5,0,15,7,7.85714285714286,8
418,"0","1",8,2,424,"0",16,7,7,8,8,8,7,8,6,"1","4","east","1",15,7,8,7,5,5,5,6,7,0,15,7,7.85714285714286,8
418,"0","1",8,5,425,"0",15,8,8,9,8,7,7,7.5,5.5,"1","4","east","1",15,5,7,7,5,6,6,7,6,0,15,7,7.85714285714286,8
418,"0","1",8,7,423,"0",5,7,8,8,7,7,7,8,7,"1","4","east","1",15,6,8,7,6,5,6,6,5,0,15,7,7.85714285714286,8
419,"0","1",8,3,425,"0",15,7,8,9,6,9,6,5,3,"11","2","west","11",30,3.5,5,7.5,2,8,5,4,8,3,30,9,6.28571428571429,7
419,"0","1",8,5,423,"0",5,7,8,8,6,7,6,6,4,"11","2","west","11",30,6,6,6,5,8,3,6,2,3,30,9,6.28571428571429,7
419,"0","1",8,1,427,"0",16.6666666666667,6,10,9,8,8,9,8,8,"11","2","west","11",30,8,8,8,5,5,5,6,8,3,30,9,6.28571428571429,7
419,"0","1",8,4,422,"1",5,8,9,9,7,9,7,7,8,"11","2","west","11",30,4,7,6,6,5,8,6,8,3,30,9,6.28571428571429,7
419,"0","1",8,2,429,"0",0,0,0,0,0,0,0,3,4,"11","2","west","11",30,4,7,6,3,9,3,4,8,3,30,9,6.28571428571429,7
419,"0","1",8,6,426,"0",5,6,7,6,6,4,8,6,4,"11","2","west","11",30,1,3,7,1,9,2,3,1,3,30,9,6.28571428571429,7
419,"0","1",8,8,424,"0",16,6,8,8,6,8,5,6,6,"11","2","west","11",30,2,7,7,3,6,2,4,8,3,30,9,6.28571428571429,7
419,"0","1",8,7,428,"0",0,4,8,8,5,7,6,4,5,"11","2","west","11",30,5,7,8,6,9,7,8,8,3,30,9,6.28571428571429,7
420,"0","1",8,6,428,"0",0,8,7,6,7,5,7,6,5,"11","2","Asia","11",15,6,7,8,8,9,5,5,4,2,15,8,6.28571428571429,7
420,"0","1",8,4,423,"0",5,7,8,7,7,7,7,8,6,"11","2","Asia","11",15,5,9,8,6,6,2,3,6,2,15,8,6.28571428571429,7
420,"0","1",8,3,422,"1",5,9,9,9,9,8,9,9,8,"11","2","Asia","11",15,10,10,10,9,10,10,9,8,2,15,8,6.28571428571429,7
420,"0","1",8,7,424,"1",16,7,7,7,8,8,7,7,6,"11","2","Asia","11",15,8,9,9,8,9,7,8,7,2,15,8,6.28571428571429,7
420,"0","1",8,5,426,"0",5,9,8,8,9,6,5,8,9,"11","2","Asia","11",15,6,7,9,9,10,8,7,6,2,15,8,6.28571428571429,7
420,"0","1",8,1,429,"0",0,7,9,9,9,7,6,7,7,"11","2","Asia","11",15,7,6,7,5,7,3,6,8,2,15,8,6.28571428571429,7
420,"0","1",8,8,427,"0",16.6666666666667,6,6,9,7,9,7,7,7,"11","2","Asia","11",15,7,7,7,6,6,7,4,3,2,15,8,6.28571428571429,7
421,"0","1",8,4,428,"1",0,8,6,6,7,6,8,6,5,"11","4","west","11",10,7,8,9,8,9,9,8,8,2,5,7,7,5
421,"0","1",8,7,429,"0",0,6,9,9,7,7,5,6,6,"11","4","west","11",10,7,6,8,7,8,0,7,6,2,5,7,7,5
421,"0","1",8,2,423,"1",5,7,8,6,7,7,6,8,7,"11","4","west","11",10,7,8,9,6,9,0,8,6,2,5,7,7,5
421,"0","1",8,8,425,"0",15,8,8,8,7,7,6,7,6,"11","4","west","11",10,2,7,8,5,9,0,5,5,2,5,7,7,5
421,"0","1",8,5,424,"0",16,8,6,7,7,6,6,8,6,"11","4","west","11",10,4,8,7,6,6,0,5,5,2,5,7,7,5
422,"1","1",6,5,418,"0",15,7,8,8,7,8,6,7,5,"8","2","east","7",5,8,9,9,8,8,7,8,8,4,5,8,7.28571428571429,8.33333333333333
422,"1","1",6,4,419,"1",30,4,7,6,6,5,8,6,8,"8","2","east","7",5,8,9,9,7,9,7,7,8,4,5,8,7.28571428571429,8.33333333333333
422,"1","1",6,6,417,"1",20,6,7,7,6,8,6,7,7,"8","2","east","7",5,8,9,8,8,8,9,9,9,4,5,8,7.28571428571429,8.33333333333333
422,"1","1",6,1,421,"0",10,6,9,8,8,9,1,7,6,"8","2","east","7",5,9,8,8,7,0,7,7,7,4,5,8,7.28571428571429,8.33333333333333
422,"1","1",6,2,416,"1",10,6,7,6,8,7,4,5,5,"8","2","east","7",5,9,9,9,8,9,8,9,9,4,5,8,7.28571428571429,8.33333333333333
423,"1","1",6,1,417,"0",20,6,8,7,4,8,5,6,6,"8","2","North America","7",5,6,9,6,6,6,4,7,5,3,10,7,6.28571428571429,6.66666666666667
423,"1","1",6,3,416,"1",10,7,5,7,8,7,5,5,5,"8","2","North America","7",5,6,8,7,7,6,7,7,7,3,10,7,6.28571428571429,6.66666666666667
423,"1","1",6,5,419,"0",30,6,6,6,5,8,3,6,2,"8","2","North America","7",5,7,8,8,6,7,6,6,4,3,10,7,6.28571428571429,6.66666666666667
423,"1","1",6,4,420,"0",15,5,9,8,6,6,2,3,6,"8","2","North America","7",5,7,8,7,7,7,7,8,6,3,10,7,6.28571428571429,6.66666666666667
423,"1","1",6,2,421,"1",10,7,8,9,6,9,0,8,6,"8","2","North America","7",5,7,8,6,7,7,6,8,7,3,10,7,6.28571428571429,6.66666666666667
424,"1","1",6,2,417,"0",20,4,9,9,7,9,7,7,6,"5","4","east","2",16,6,7,8,7,8,8,7,7,2,16,7,6.57142857142857,5
424,"1","1",6,5,420,"1",15,8,9,9,8,9,7,8,7,"5","4","east","2",16,7,7,7,8,8,7,7,6,2,16,7,6.57142857142857,5
424,"1","1",6,3,421,"0",10,4,8,7,6,6,0,5,5,"5","4","east","2",16,8,6,7,7,6,6,8,6,2,16,7,6.57142857142857,5
424,"1","1",6,1,418,"0",15,7,8,7,5,5,5,6,7,"5","4","east","2",16,7,7,8,8,8,7,8,6,2,16,7,6.57142857142857,5
425,"1","1",6,1,416,"0",10,3,5,7,4,8,2,3,5,"8","2","east","7",15,5,8,9,8,7,6,8,6,2,15,6,5.28571428571429,4.66666666666667
425,"1","1",6,2,420,"0",15,4,8,7,6,8,5,6,7,"8","2","east","7",15,7,7,8,6,7,5,6.5,4,2,15,6,5.28571428571429,4.66666666666667
425,"1","1",6,3,419,"0",30,3.5,5,7.5,2,8,5,4,8,"8","2","east","7",15,7,8,9,6,9,6,5,3,2,15,6,5.28571428571429,4.66666666666667
425,"1","1",6,4,418,"0",15,5,7,7,5,6,6,7,6,"8","2","east","7",15,8,8,9,8,7,7,7.5,5.5,2,15,6,5.28571428571429,4.66666666666667
426,"1","1",6,5,419,"0",30,1,3,7,1,9,2,3,1,"8","2","east","13",5,6,7,6,6,4,8,6,4,2,5,8,4.57142857142857,4.33333333333333
426,"1","1",6,4,420,"0",15,6,7,9,9,10,8,7,6,"8","2","east","13",5,9,8,8,9,6,5,8,9,2,5,8,4.57142857142857,4.33333333333333
426,"1","1",6,6,418,"0",15,4,6,6,7,5,4,5,4,"8","2","east","13",5,4,7,6,5,5,3,6,4,2,5,8,4.57142857142857,4.33333333333333
426,"1","1",6,3,416,"1",10,5,4,7,7,7,4,4,5,"8","2","east","13",5,8,6,5,8,5,8,8,7,2,5,8,4.57142857142857,4.33333333333333
426,"1","1",6,2,421,"0",10,2,2,7,2,8,1,2,2,"8","2","east","13",5,4,4,4,2,2,1,3,2,2,5,8,4.57142857142857,4.33333333333333
426,"1","1",6,1,417,"0",20,3,3,4,3,8,2,2,3,"8","2","east","13",5,3,8,5,4,2,7,4,6,2,5,8,4.57142857142857,4.33333333333333
427,"1","1",6,3,417,"0",20,4,9,7,4,8,4,5,5,"13","2","west","15",16.6666666666667,4,8,8,5,7,4,6,5,0,16.6666666666667,7,5.71428571428571,8.33333333333333
427,"1","1",6,2,418,"0",15,4,7,6,4,5,4,5,5,"13","2","west","15",16.6666666666667,6,8,9,7,8,6,8,7,0,16.6666666666667,7,5.71428571428571,8.33333333333333
427,"1","1",6,6,420,"0",15,7,7,7,6,6,7,4,3,"13","2","west","15",16.6666666666667,6,6,9,7,9,7,7,7,0,16.6666666666667,7,5.71428571428571,8.33333333333333
427,"1","1",6,1,419,"0",30,8,8,8,5,5,5,6,8,"13","2","west","15",16.6666666666667,6,10,9,8,8,9,8,8,0,16.6666666666667,7,5.71428571428571,8.33333333333333
427,"1","1",6,5,416,"0",10,5,6,6,5,6,4,4,5,"13","2","west","15",16.6666666666667,5,7,8,6,8,5,6,6,0,16.6666666666667,7,5.71428571428571,8.33333333333333
428,"1","1",6,2,417,"0",20,7,8,8,5,8,7,8,8,"8","4","east","7",0,5,7,7,6,7,0,5,7,2,10,8,6.28571428571429,5.33333333333333
428,"1","1",6,1,418,"0",15,6,8,9,7,9,6,8,6,"8","4","east","7",0,7,7,7,6,0,0,7,6,2,10,8,6.28571428571429,5.33333333333333
428,"1","1",6,3,421,"1",10,7,8,9,8,9,9,8,8,"8","4","east","7",0,8,6,6,7,6,8,6,5,2,10,8,6.28571428571429,5.33333333333333
428,"1","1",6,6,419,"0",30,5,7,8,6,9,7,8,8,"8","4","east","7",0,4,8,8,5,7,6,4,5,2,10,8,6.28571428571429,5.33333333333333
429,"1","1",6,3,418,"0",15,8,7,7,7,8,6,7,5,"8","2","east","7",0,7,9,9,9,8,6,8,6,3,10,6,7.85714285714286,7.66666666666667
429,"1","1",6,2,419,"0",30,4,7,6,3,9,3,4,8,"8","2","east","7",0,0,0,0,0,0,0,2,2,3,10,6,7.85714285714286,7.66666666666667
429,"1","1",6,5,421,"0",10,7,6,8,7,8,0,7,6,"8","2","east","7",0,6,9,9,7,7,5,6,6,3,10,6,7.85714285714286,7.66666666666667
429,"1","1",6,4,417,"0",20,8,7,7,5,8,3,6,5,"8","2","east","7",0,5,9,9,7,7,4,6,6,3,10,6,7.85714285714286,7.66666666666667
