"","iid","id","gender","idg","condtn","wave","round","position","positin1","order","partner","pid","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field","field_cd","X....","mn_sat","tuition","race","imprace","imprelig","from","zipcode","income","goal","date","go_out","career","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","expnum","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr4_1","sinc4_1","intel4_1","fun4_1","amb4_1","shar4_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","attr5_1","sinc5_1","intel5_1","fun5_1","amb5_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","match_es","attr1_s","sinc1_s","intel1_s","fun1_s","amb1_s","shar1_s","attr3_s","sinc3_s","intel3_s","fun3_s","amb3_s","satis_2","length","numdat_2","attr7_2","sinc7_2","intel7_2","fun7_2","amb7_2","shar7_2","attr1_2","sinc1_2","intel1_2","fun1_2","amb1_2","shar1_2","attr4_2","sinc4_2","intel4_2","fun4_2","amb4_2","shar4_2","attr2_2","sinc2_2","intel2_2","fun2_2","amb2_2","shar2_2","attr3_2","sinc3_2","intel3_2","fun3_2","amb3_2","attr5_2","sinc5_2","intel5_2","fun5_2","amb5_2","you_call","them_cal","date_3","numdat_3","num_in_3","attr1_3","sinc1_3","intel1_3","fun1_3","amb1_3","shar1_3","attr7_3","sinc7_3","intel7_3","fun7_3","amb7_3","shar7_3","attr4_3","sinc4_3","intel4_3","fun4_3","amb4_3","shar4_3","attr2_3","sinc2_3","intel2_3","fun2_3","amb2_3","shar2_3","attr3_3","sinc3_3","intel3_3","fun3_3","amb3_3","attr5_3","sinc5_3","intel5_3","fun5_3","amb5_3"
"5062",343,3,0,5,2,14,18,8,8,17,2,362,1,0.62,1,30,2,20.51,14.53,24.79,17.09,5.98,17.09,1,7,7,7,7,7,7,7,7,NA,32,"Epidemiology",10,"University of Pennsylvania","1,400.00","26,630.00",2,5,6,"New York","10,001","25,831.00",3,2,1,"Epidemiologist",4,6,3,3,10,10,10,8,2,3,5,4,8,9,9,9,9,7,5,NA,5,25,20,10,15,25,15,20,15,15,15,20,30,15,7,20,8,20,4,8,6,10,7,6,7,9,6,8,1,5,5,7,7,7,5,5,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,25,10,15,20,10,20,30,10,10,25,10,15,35,5,10,30,5,15,7,9,10,7,9,6,8,9,5,8,0,2,0,NA,NA,20,20,20,20,10,10,30,10,20,20,10,10,40,10,20,20,5,5,50,5,15,20,5,5,7,9,9,9,9,6,9,9,10,9
"1398",97,4,1,8,2,4,18,9,NA,9,12,87,0,0.55,1,23,2,15,15,20,15,15,20,0,3,4,6,6,7,3,3,6,2,29,"Climate-Earth and Environ. Science",10,"","","",2,4,1,"Brooklyn, NY","11,215","35,968.00",2,5,2,"Professor",2,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,5,50,7,20,23,0,0,NA,NA,NA,NA,NA,NA,30,10,12,8,30,10,7,5,7,6,6,NA,NA,NA,NA,NA,1,8,8,7,7,6,5,7,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,NA,NA,NA,NA,NA,NA,55,8,14,13,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,6,7,5,NA,NA,NA,NA,NA,4,1,1,NA,NA,50,5,15,20,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,7,6,4,NA,NA,NA,NA,NA
"964",71,6,1,12,1,3,10,9,NA,6,6,61,1,-0.47,1,28,2,15,15,20,15,15,20,1,6,9,8,8,8,5,6,4,2,21,"Law",1,"","","",2,6,7,"Minnesota","55,345","53,940.00",5,6,2,"Pro Beach Volleyball",14,9,10,6,4,3,3,7,6,7,7,8,3,10,6,8,2,1,9,5,60,15,0,15,0,10,NA,NA,NA,NA,NA,NA,80,10,0,10,0,0,6,8,8,10,10,NA,NA,NA,NA,NA,1,6,6,8,7,7,2,8,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,2,NA,NA,NA,NA,NA,NA,70,20,0,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,8,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1480",102,9,1,18,2,4,18,15,NA,14,4,79,0,-0.15,0,26,4,10,20,15,20,20,15,0,2,2,2,2,2,2,2,2,2,32,"Chemistry",10,"","","",2,2,6,"Canada","0","",1,4,4,"Research Scientist",2,9,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2,6,18,30,10,30,20,10,0,NA,NA,NA,NA,NA,NA,10,30,20,30,10,0,8,5,7,10,9,NA,NA,NA,NA,NA,0,4,4,4,4,6,3,4,4,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,3,NA,NA,NA,NA,NA,NA,50,20,0,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,8,6,7,NA,NA,NA,NA,NA,1,1,1,NA,NA,50,10,20,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,9,8,9,NA,NA,NA,NA,NA
"5136",347,7,0,13,2,14,18,14,14,3,4,364,0,0.09,0,27,3,25,25,25,15,10,0,0,3,8,6,5,8,5,3,5,2,26,"EDUCATION",9,"HOWARD UNIVERSITY","","10,222.00",1,1,1,"WASHINGTON, D.C.","20,001","19,264.00",5,6,1,"GOVERNOR",13,1,1,2,10,3,3,1,1,8,2,5,3,8,1,7,10,1,5,NA,30,5,10,20,30,5,30,5,10,20,30,5,30,5,10,20,30,5,8,6,10,10,10,10,2,10,8,9,1,7,10,9,7,7,5,7,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8084",539,9,1,18,2,21,22,4,4,1,14,522,1,0.57,1,22,2,10,20,15,20,15,20,1,6,4,8,10,7,8,8,9,1,22,"Law",1,"Dartmouth College","1,430.00","26,562.00",2,6,6,"Russia","7,078","",1,4,1,"Lawyer",1,8,9,8,9,9,9,4,6,8,8,6,7,9,7,7,7,6,7,NA,30,10,20,15,15,10,20,20,20,15,20,5,20,15,20,15,25,5,8,8,9,10,10,7,7,10,10,8,1,9,6,10,9,8,8,8,10,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,2,40,10,10,10,10,20,30,20,10,10,10,10,40,10,10,10,10,20,30,20,20,10,10,10,8,8,8,8,8,8,8,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3267",226,13,1,26,2,9,20,10,1,10,19,212,1,0.2,0,27,3,14.29,18.37,18.37,16.33,18.37,14.29,1,8,7,8,7,8,6,7,7,2,23,"International Business",8,"","","",2,1,3,"Pittsburgh","15,211","22,805.00",2,3,1,"Entertainment/Sports",6,10,7,8,6,7,7,3,2,8,4,5,6,7,4,9,2,4,3,NA,25.64,17.95,15.38,20.51,10.26,10.26,10,3,6,6,3,8,19.05,16.67,19.05,11.9,19.05,14.29,10,10,10,10,10,NA,NA,NA,NA,NA,1,8,7,8,8,7,7,8,7,2,4,25.64,15.38,17.95,20.51,10.26,10.26,9,9,9,9,9,6,3,2,NA,NA,NA,NA,NA,NA,25,15,17.5,20,12.5,10,10,4,6,5,4,8,19.51,19.51,19.51,12.2,17.07,12.2,9,9,9,9,8,NA,NA,NA,NA,NA,0,1,1,1,NA,25,15,17.5,17.5,12.5,12.5,NA,NA,NA,NA,NA,NA,10,3,5,8,3,8,8,5,8,4,7,NA,9,8,8,7,8,NA,NA,NA,NA,NA
"695",50,11,1,22,2,2,19,5,NA,6,1,21,0,0.27,0,21,4,12,18,20,16,16,18,0,5,7,7,7,7,6,6,1,2,27,"Law",1,"","","",1,4,4,"Houston","77,026","12,063.00",6,6,2,"lawyer",1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,7,35,10,20,15,10,10,NA,NA,NA,NA,NA,NA,60,10,5,5,10,10,8,9,9,10,8,NA,NA,NA,NA,NA,0,5,8,8,NA,NA,NA,7,7,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,75,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6212",403,7,1,14,2,15,18,6,15,10,18,396,0,-0.12,0,25,4,15,18,18,18,15,16,0,5,9,8,6,7,5,6,5,2,22,"Financial Engineering",5,"Supaero (France)","","",2,6,6,"Paris","78,100","",5,5,3,"Work in an investment bank",7,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,6,NA,20,25,20,15,5,15,25,20,20,15,10,10,25,20,10,20,15,10,4,8,7,9,9,4,8,9,7,7,1,5,6,6,7,5,3,6,6,2,3,20,20,15,15,10,20,4,8,9,7,9,6,1,2,20,20,15,20,15,10,20,20,15,25,15,5,20,20,15,20,10,15,25,20,15,20,10,10,4,8,9,7,9,3,7,7,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721",51,12,1,24,2,2,19,1,NA,12,8,28,0,NA,1,26,2,NA,NA,NA,NA,NA,NA,1,5,4.5,6,4,5.5,6,4.5,4.5,2,23,"Law",1,"","","",2,5,10,"Philadelphia","19,151","29,809.00",1,5,3,"Law",1,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1,3,2,25,10,35,15,0,15,NA,NA,NA,NA,NA,NA,25,5,15,20,30,5,6,8,2,10,2,NA,NA,NA,NA,NA,0,6,7,7,3,2,1,5,9,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,NA,NA,NA,NA,NA,NA,40,5,10,5,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,10,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4972",335,4,1,8,1,13,10,10,10,9,8,329,0,0.49,1,29,2,15,22,22,16,15,10,1,6,7,8,6,8,6,7,5,2,24,"Psychology",3,"Georgetown University","1,400.00","25,425.00",2,1,8,"Michigan","","",1,3,3,"research",2,9,1,9,4,7,7,4,1,4,8,6,5,4,3,8,5,7,6,NA,20,10,20,20,15,15,30,5,10,30,15,10,15,20,20,20,15,10,8,7,9,8,8,8,7,9,9,9,0,5,7,5,5,NA,5,6,6,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,3,NA,NA,NA,NA,NA,NA,20,10,20,20,15,15,40,5,10,25,5,15,20,15,20,20,15,10,8,7,8,8,7,8,8,9,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7369",502,1,1,2,1,20,6,2,4,5,1,496,0,-0.16,1,23,4,20,30,20,20,10,0,0,4,7,7,5,7,2,5,5,2,26,"Electrical Engineering",5,"Kettering University / GMI","1,230.00","18,656.00",4,1,1,"Boston","2,138","",1,3,2,"Business",7,8,8,9,6,5,5,10,9,8,7,8,6,9,5,8,3,4,3,NA,40,20,20,20,0,0,30,20,20,10,0,20,20,20,20,10,10,20,7,7,9,9,9,7,8,8,9,9,1,8,8,8,7,NA,6,7,7,1,6,8,8,7,8,6,7,7,8,9,8,9,7,1,3,40,20,20,20,0,0,30,20,20,10,10,10,30,20,10,10,10,20,20,20,20,10,15,15,7,8,9,9,9,7,7,8,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3971",271,20,0,39,2,11,21,16,16,10,2,274,0,0.29,0,24,3,30,10,20,20,10,10,0,6,0,4,6,5,7,6,4,2,23,"Social Work",11,"Brandeis University","1,330.00","27,076.00",2,10,9,"New York","10,543","50,060.00",2,4,1,"Social Work",11,8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5,8,NA,10,15,40,15,10,10,30,10,30,10,10,10,30,10,30,10,10,10,9,10,10,9,10,9,10,9,10,10,0,5,4,4,5,5,6,6,5,0,2,15,15,30,10,20,10,9,10,9,10,10,6,3,2,NA,NA,NA,NA,NA,NA,15,10,40,15,10,10,40,10,15,15,10,10,40,10,15,15,10,10,9,10,9,10,10,9,10,9,10,10,0,1,0,NA,NA,15,10,40,15,10,10,20,15,30,15,10,10,40,10,10,15,10,15,40,10,10,15,10,15,9,9,9,10,9,8,9,9,9,8
"2028",150,9,0,17,2,7,16,8,8,2,4,161,0,0.2,1,22,2,16.67,18.75,18.75,18.75,18.75,8.33,0,8,8,10,8,6,5,6,3,2,31,"History of Religion",7,"","","",2,3,3,"NYC","10,021","55,080.00",4,5,2,"professor",2,5,1,3,5,3,3,9,1,5,7,1,1,7,5,4,2,10,5,NA,12,20,20,20,14,14,7,7,6,5,5,5,25,15,15,15,15,15,7,9,8,9,8,NA,NA,NA,NA,NA,0,8,5,8,8,8,7,7,2,0,1,12.77,21.28,19.15,17.02,14.89,14.89,8,10,8,8,8,6,1,2,NA,NA,NA,NA,NA,NA,14,18,18,18,16,16,9,4,4,7,7,7,23.81,11.9,14.29,16.67,16.67,16.67,6,9,9,8,7,NA,NA,NA,NA,NA,1,1,1,1,NA,10.87,19.57,17.39,19.57,15.22,17.39,NA,NA,NA,NA,NA,NA,10,6,7,7,7,7,9,7,7,7,8,NA,6,6,7,7,7,NA,NA,NA,NA,NA
"1958",145,4,0,7,2,7,16,14,14,14,14,171,0,0.38,1,29,2,19.57,10.87,19.57,19.57,19.57,10.87,1,6,8,9,5,8,3,6,6,2,24,"Neuroscience",10,"","","",2,9,7,"Minnesota","55,379","38,774.00",2,7,1,"Neuroscientist/Professor",2,2,1,2,9,9,5,2,2,1,8,10,10,10,5,8,9,2,5,NA,11.36,18.18,22.73,18.18,11.36,18.18,9,8,9,8,9,9,22.22,13.33,17.78,20,8.89,17.78,5,5,7,9,7,NA,NA,NA,NA,NA,0,9,9,9,7,8,5,8,5,0,2,14,20,20,18,14,14,7,8,10,7,7,5,3,3,NA,NA,NA,NA,NA,NA,15.69,17.65,19.61,15.69,15.69,15.69,8,8,8,9,9,8,20.41,14.29,16.33,18.37,14.29,16.33,7,7,9,7,8,NA,NA,NA,NA,NA,0,0,0,NA,NA,15.09,16.98,18.87,16.98,15.09,16.98,NA,NA,NA,NA,NA,NA,9,8,7,8,9,9,10,7,8,9,7,NA,6,6,9,7,8,NA,NA,NA,NA,NA
"1765",123,2,1,4,1,5,10,10,NA,6,12,121,0,-0.28,0,21,2,35,15,5,30,15,0,1,9,10,7,5,10,9,9,1,2,18,"Biomedical Engineering",5,"","","",4,3,5,"Louisiana","70,605","30,768.00",2,5,1,"Cardiologist",4,9,9,8,8,3,2,5,5,6,2,7,2,7,7,7,7,5,5,1,50,10,20,5,5,10,NA,NA,NA,NA,NA,NA,20,50,10,5,5,10,8,7,7,7,8,NA,NA,NA,NA,NA,0,5,4,5,4,5,4,3,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,NA,NA,NA,NA,NA,NA,80,4,5,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3171",222,9,1,18,2,9,20,5,12,14,3,196,0,0.5,0,25,4,17.65,17.65,17.65,15.69,15.69,15.69,0,2,6,4,2,1,2,2,2,2,27,"Mathematics, PhD",2,"","","",2,8,3,"Germany","","",2,6,3,"Professor or Consultant",2,5,1,6,8,10,9,6,4,7,9,1,9,9,10,8,3,1,3,NA,9.52,19.05,23.81,19.05,4.76,23.81,10,6,2,9,3,8,16.67,21.43,7.14,21.43,14.29,19.05,4,9,7,9,4,NA,NA,NA,NA,NA,1,7,6,5,3,4,5,6,4,2,NA,16.28,20.93,23.26,13.95,4.65,20.93,5,9,7,6,3,5,1,2,NA,NA,NA,NA,NA,NA,15,20,22.5,17.5,2.5,22.5,10,6,2,10,3,6,18.37,16.33,12.24,20.41,16.33,16.33,5,9,9,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540",41,2,1,4,2,2,19,11,NA,16,17,37,0,-0.14,0,27,2,10,10,30,25,10,15,0,2,5,6,3,4,3,3,5,2,30,"law",1,"","","",4,1,1,"China","10,027","",2,6,5,"law",1,5,5,6,5,5,5,5,10,5,6,6,6,6,5,5,5,1,7,3,30,20,10,30,0,10,NA,NA,NA,NA,NA,NA,40,30,0,30,0,0,5,7,5,8,5,NA,NA,NA,NA,NA,0,5,5,5,5,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,NA,NA,NA,NA,NA,NA,50,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4828",320,13,1,25,2,12,14,1,1,3,13,305,0,0.45,0,29,4,10,47,16,12,3,12,0,7,7,7,5,5,5,6,6,2,36,"History",7,"UC Davis","1,242.00","10,704.00",2,6,8,"Pennsylvania","18,603","23,207.00",4,5,5,"Professor or journalist",2,4,1,9,9,8,4,6,3,1,10,1,5,7,2,5,2,1,6,NA,20,16,16,16,16,16,20,10,10,10,20,10,20,10,10,10,20,10,8,8,9,9,7,7,8,8,9,8,0,8,2,9,5,9,NA,5,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,25,20,20,10,10,15,35,10,10,30,10,5,15,25,15,15,25,5,8,9,10,7,7,8,9,9,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8205",545,15,1,30,2,21,22,15,19,19,3,511,0,0.16,0,23,4,20,10,10,30,15,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,"Biomedical Informatics",5,"Columbia","1,430.00","26,908.00",2,7,1,"New York City","10,027","16,767.00",1,7,2,"Doctor",4,10,2,2,5,5,4,7,5,4,7,4,3,4,5,5,2,1,6,NA,20,20,20,20,10,10,50,10,10,20,5,5,20,20,10,20,25,5,8,8,8,9,6,8,5,7,9,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,35,5,20,20,5,15,20,15,20,15,15,15,20,20,15,15,15,15,10,20,10,20,30,10,9,7,9,8,7,9,5,7,9,6,1,1,1,1,NA,20,20,20,20,10,10,20,20,20,20,10,10,30,10,20,20,10,10,20,20,20,20,10,10,9,9,9,9,9,9,5,7,10,4
"2712",199,6,0,11,2,9,20,19,19,10,4,217,1,0.18,1,26,2,21.28,17.02,21.28,12.77,6.38,21.28,1,9,6,7,5,6,7,8,8,2,30,"History",7,"","","",2,2,1,"New York","10,012","32,649.00",4,5,3,"Historian",2,8,3,10,10,10,10,1,1,7,10,4,7,8,3,5,7,1,4,NA,17.5,17.5,20,12.5,20,12.5,6,5,7,6,7,6,31.25,15.63,9.38,18.75,9.38,15.63,9,7,7,9,9,NA,NA,NA,NA,NA,1,9,9,9,8,9,8,6,6,2,NA,24.39,2.44,21.95,14.63,21.95,14.63,9,6,9,6,9,7,3,2,NA,NA,NA,NA,NA,NA,25,11.11,25,11.11,22.22,5.56,9,2,9,7,9,6,38.46,7.69,30.77,7.69,7.69,7.69,9,6,9,5,9,NA,NA,NA,NA,NA,1,3,1,1,NA,22.5,17.5,22.5,7.5,22.5,7.5,NA,NA,NA,NA,NA,NA,7,8,7,6,9,6,10,7,6,7,4,NA,9,7,9,5,9,NA,NA,NA,NA,NA
"2455",178,5,0,9,1,8,10,8,8,3,7,190,0,0.01,0,25,2,15.56,20,20,20,13.33,11.11,0,3,9,8,9,NA,9,5,5,2,35,"Health policy",3,"","","",4,5,5,"New York","","",2,4,2,"health policy",4,3,4,7,9,8,8,8,2,9,8,8,8,8,8,9,6,8,5,NA,15.22,17.39,17.39,17.39,15.22,17.39,9,5,7,9,5,8,22.73,11.36,11.36,18.18,18.18,18.18,9,9,7,8,7,NA,NA,NA,NA,NA,1,7,5,7,7,5,NA,6,5,2,4,17.07,17.07,17.07,17.07,14.63,17.07,9,8,7,6,7,6,3,3,NA,NA,NA,NA,NA,NA,17.02,17.02,17.02,17.02,14.89,17.02,7,8,8,8,8,8,27.03,13.51,13.51,18.92,8.11,18.92,9,9,9,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7931",532,2,1,4,2,21,22,5,17,11,15,523,1,0.48,1,27,4,10,25,20,20,5,20,1,1,9,9,1,6,8,4,6,2,26,"Electrical Engineering",5,"Univeristy of California, Davis","1,242.00","10,704.00",4,8,3,"California","94,536","46,272.00",1,2,2,"ASIC Engineer",5,7,8,6,8,6,4,4,8,6,9,7,6,8,6,7,5,2,6,NA,25,20,20,20,5,10,25,20,20,20,5,10,20,20,20,20,10,10,7,9,7,8,8,7,9,7,8,6,1,6,8,9,7,8,9,8,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,20,20,10,20,10,20,20,20,10,20,10,20,20,20,10,20,10,20,20,20,10,20,10,20,6,7,7,7,6,7,6,8,7,6
"4761",316,9,1,17,2,12,14,6,6,3,1,294,1,0.2,0,30,4,20,20,35,5,10,10,1,8,9,9,9,9,8,8,6,2,25,"Business",8,"University of Pennsylvania","1,400.00","26,630.00",2,3,3,"Philadelphia","10,019","31,857.00",2,4,1,"Investment banking",7,9,3,5,7,6,6,6,4,6,9,5,4,4,7,9,4,1,5,NA,25,20,15,25,10,5,30,10,15,30,10,5,25,10,20,25,15,5,6,8,7,8,9,5,8,9,7,9,1,7,8,9,8,7,6,7,6,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,NA,NA,NA,NA,NA,NA,25,20,15,25,10,5,30,10,15,30,10,5,25,10,20,25,15,5,7,8,9,7,9,6,6,8,7,8,0,2,1,1,NA,25,20,15,25,10,5,20,20,20,20,5,15,30,10,15,30,10,5,25,10,20,25,15,5,7,8,7,8,9,6,7,7,6,9
"4710",312,5,1,10,2,12,14,4,4,3,6,299,0,0.4,0,24,4,10,40,10,20,10,10,1,8,9,9,8,9,10,8,7,2,23,"Museum Anthropology",15,"Brown","1,400.00","27,395.00",2,3,1,"NYC","10,025","33,772.00",2,4,2,"Museum Work (Curation?)",6,7,7,5,7,9,8,10,5,3,8,5,6,9,7,8,2,1,5,NA,25,5,30,15,5,20,50,0,10,25,0,15,25,20,10,20,15,10,8,7,7,9,9,9,10,8,5,9,0,5,7,8,7,6,3,5,7,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,3,NA,NA,NA,NA,NA,NA,30,10,20,15,10,15,40,10,10,15,10,15,35,15,15,10,10,15,8,7,9,7,8,8,9,8,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7438",510,2,0,3,2,21,22,12,12,10,6,536,1,0.36,0,29,2,30,20,20,20,10,0,1,10,8,9,9,9,9,9,5,2,26,"Business",8,"Universidad de Chile","","",3,3,3,"Chile","","",2,7,2,"Professor",2,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7,5,NA,25,25,25,12,3,10,35,10,15,20,10,10,35,10,10,25,5,15,7,9,6,8,4,7,8,10,4,6,1,9,7,9,9,7,8,8,8,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,3,60,10,10,10,5,5,30,20,20,10,10,10,30,20,20,10,10,10,30,20,10,20,10,10,7,10,8,6,5,7,9,9,7,7,0,5,1,0,2,40,15,20,10,5,10,40,20,15,15,5,5,40,15,15,10,15,5,40,15,15,20,5,5,7,9,8,6,5,7,8,9,7,6
